y,ignore,names,csv_name
YSI,['Name'],Name,/home/xb/wqd2023/ML_NSFC_2024/Fuel_ROBERT_QCDescriptors/YSI/QM_Mordred/CURATE/YSI-mordred_QM_CURATE.csv
