code_name,smiles,YSI,HOMO-LUMO gap,HOMO,LUMO,IP,Dipole module,Global SASA,G solv. in H2O,G of H-bonds H2O,Total polariz. alpha,Total FOD,Hardness,Softness,Electronegativity,Electrophil. idx,Second IP,Second EA,S0-T1 gap,MolLogP,Set
61,c1ccc(-c2cccc(-c3ccccc3)c2)cc1,1286.6,9.8169,-9.2187,0.5982000000000001,7.6141,0.0809,459.0571,-1.9845,-0.3636,193.0501,0.1363,7.8229,0.1279,3.7026,0.8762000000000001,11.6794,5.4469,85.3112,5.020600000000003,Training
63,c1ccc(Cc2ccc(-c3ccccc3)cc2)cc1,1192.6,9.8575,-9.1596,0.6979000000000001,7.4791,0.042,484.9342,-2.1799,-0.42,204.6557,0.1239,7.7931,0.1283,3.5825,0.8234,11.3651,5.5287,86.1936,4.944400000000004,Training
64,Cc1c2ccccc2cc2ccccc12,1182.1,7.4694,-8.0609,-0.5915,7.1184,0.5525,380.9336,-1.8021,-0.3704,159.3477,0.3388,6.7687,0.1477,3.7341,1.03,11.6523,5.4947,50.9958,4.301420000000003,Training
65,c1ccc(-c2cccc3ccccc23)cc1,1103.7,9.1881,-8.886800000000001,0.3013,7.6969,0.2285,409.2136,-1.6207,-0.3307,170.4557,0.1592,7.9575,0.1257,3.7182,0.8687,12.0678,5.0274,73.947,4.506800000000003,Training
66,c1ccc(C(c2ccccc2)c2ccccc2)cc1,1093.3,11.1884,-9.7383,1.4501,7.7421,0.3077,469.5237,-1.9004,-0.3847,204.7197,0.1016,8.4469,0.1184,3.5187,0.7329,11.7598,5.0521,102.9275,4.866800000000003,Training
67,c1ccc2c(c1)CCc1ccccc1C2,1067.2,10.9723,-9.4436,1.5287000000000002,7.7894,0.4655,388.5429,-1.6537000000000002,-0.3719,160.0734,0.0744,8.9134,0.1122,3.3327,0.623,12.1667,4.1202,103.6691,3.376000000000002,Training
68,Cc1cccc2c1Cc1ccccc1-2,1014.9,9.5464,-8.8501,0.6963,7.7272,0.8664000000000001,373.5931,-1.9648,-0.4692,148.2556,0.1077,8.3322,0.12,3.5611,0.761,12.3584,4.3136,81.882,3.566220000000002,Training
69,c1ccc2c(c1)Cc1ccccc1C2,988.8,11.0321,-9.4923,1.5398,7.9124,0.4816,371.073,-1.6518000000000002,-0.3955,148.3855,0.07,9.0619,0.1104,3.3815,0.6309,12.4578,4.0106,104.8149,3.181600000000001,Training
70,c1ccc2c(c1)Cc1ccccc1-2,988.8,9.5196,-8.8759,0.6437,7.8672,0.4436,351.073,-1.7057,-0.4167,136.7081,0.1054,8.4284,0.1186,3.653,0.7916000000000001,12.7404,4.2881,81.7665,3.257800000000001,Training
71,Cc1ccccc1-c1ccccc1C,983.5,11.1027,-9.5386,1.5641,7.9534,0.5069,384.5328,-1.4071,-0.4051,153.5828,0.0707,9.1644,0.1091,3.3712,0.6201,12.4597,3.8416,104.8455,3.970440000000002,Training
72,c1ccc2cc3ccccc3cc2c1,962.6,7.6274,-8.2571,-0.6297,7.3399,0.0,363.7236,-1.5217,-0.2802,147.8223,0.3215,6.9379,0.1441,3.871,1.0799,12.0286,5.4648,52.3506,3.993000000000002,Training
73,c1ccc2c(c1)CCc1ccccc1-2,952.2,9.4396,-8.8406,0.599,7.7096,0.4928,368.2329,-1.4683000000000002,-0.3448,148.4566,0.1105,8.2631,0.121,3.5781,0.7747,12.3942,4.3521,81.0789,3.452200000000002,Training
74,c1ccc2c(c1)ccc1ccccc12,941.7,9.0121,-8.7625,0.2496,7.7474,0.0693,358.2236,-1.5094,-0.2756,147.8144,0.1762,7.8956,0.1267,3.7996,0.9142,12.4701,4.8825,73.1983,3.993000000000002,Training
75,C1=C(c2ccccc2)Cc2ccccc21,931.3,8.299,-8.3955,-0.0965,7.3558,0.7584000000000001,398.1336,-2.0344,-0.4309,159.3092,0.2005,7.3043,0.1369,3.7037,0.939,11.8838,5.2931,64.2663,3.7833000000000014,Training
77,Cc1ccc(-c2ccc(C)cc2)cc1,899.9,9.8362,-8.9439,0.8923000000000001,7.502,0.1052,404.3531,-1.8039,-0.5159,153.5324,0.0928,8.2704,0.1209,3.3668,0.6853,11.8027,4.2578,85.5693,3.970440000000002,Training
78,Cc1ccccc1-c1ccccc1,863.3,11.1704,-9.5622,1.6082,8.1214,0.4661,369.8628,-1.3289,-0.3537,142.0273,0.0681,9.3142,0.1074,3.4643,0.6443,12.7202,3.8036,106.4255,3.662020000000002,Training
79,CCCCCc1ccc(-c2ccccc2)cc1,863.3,9.9285,-9.1755,0.753,7.5721,0.3288,486.3413,-1.6997,-0.439,188.6885,0.0939,8.261,0.1211,3.4416,0.7169,11.3606,4.299,86.9237,5.086300000000004,Training
80,CCCCc1ccc(-c2ccccc2)cc1,847.7,9.9296,-9.1667,0.7629,7.6281,0.3394,454.9279,-1.6048,-0.4104,177.0291,0.0928,8.3193,0.1202,3.4684,0.723,11.615,4.2903,86.9131,4.696200000000004,Training
81,CCCc1ccc(-c2ccccc2)cc1,821.5,9.9298,-9.1549,0.7749,7.6977,0.3717,427.4975,-1.525,-0.3877,165.3661,0.0913,8.3944,0.1191,3.5005,0.7299,11.9038,4.2732,87.0502,4.306100000000003,Training
82,CCc1ccc(-c2ccccc2)cc1,811.1,9.9314,-9.1392,0.7922,7.7693,0.3877,402.993,-1.4792,-0.3716,153.7001,0.0897,8.4735,0.118,3.5326,0.7364,12.2212,4.2453,87.253,3.916000000000002,Training
83,CCC(c1ccccc1)c1ccccc1,805.8,11.0627,-9.6569,1.4058,7.9693,0.2401,414.0623,-1.4615,-0.3597,165.3943,0.0699,9.0143,0.1109,3.4622,0.6649,12.2771,4.1227,103.2463,4.228500000000003,Validation
84,c1cc2c3c(cccc3c1)CC2,805.8,9.2205,-8.5756,0.6449,7.562699999999999,0.9535,331.2925,-1.5063,-0.386,125.7611,0.1287,8.1938,0.122,3.4658,0.733,12.438,3.9209,72.9984,2.9384,Training
85,Cc1cccc2c(C)cccc12,779.7,9.0254,-8.5558,0.4696,7.5865,0.0,344.3828,-1.4715,-0.4226,130.9151,0.1317,8.1869,0.1221,3.4931,0.7452000000000001,12.4284,3.993,72.7948,3.456640000000002,Training
86,Cc1cccc(-c2ccccc2)c1,779.7,10.0983,-9.2261,0.8722000000000001,7.9166,0.4334,375.7828,-1.5337,-0.3951,141.9961,0.0864,8.6664,0.1154,3.5833,0.7408,12.5523,4.1233,89.2705,3.662020000000002,Training
87,Cc1ccc2cc(C)ccc2c1,774.5,9.2154,-8.7066,0.5088,7.6317,0.0173,355.8927,-1.5372,-0.4673,130.9203,0.1265,8.2546,0.1211,3.5044,0.7439,12.3583,3.9398,74.6983,3.456640000000002,Validation
88,Cc1ccc(-c2ccccc2)cc1,769.3,9.9471,-9.0853,0.8618,7.7717,0.4756,375.1631,-1.5443,-0.3959,141.994,0.0887,8.503,0.1176,3.5202,0.7287,12.3539,4.1826,87.1679,3.662020000000002,Validation
90,Cc1cc2ccccc2cc1C,748.4,9.2722,-8.7642,0.508,7.7004,0.9755,348.2528,-1.6112000000000002,-0.4164,130.9336,0.1273,8.3087,0.1204,3.5461,0.7567,12.5693,3.9509,74.4809,3.456640000000002,Training
91,C=C(c1ccccc1)c1ccccc1,743.1,9.7956,-9.1934,0.6022000000000001,7.8399,0.404,386.6634,-1.4696,-0.3424,153.031,0.1178,8.2769,0.1208,3.7014,0.8276,12.4767,4.6375,81.5215,3.748100000000001,Training
93,Cc1cc(C)c2ccccc2c1,743.1,9.1353,-8.6354,0.4999,7.63,0.5676,349.9727,-1.5293,-0.4441,130.9213,0.1284,8.2446,0.1213,3.5077,0.7462000000000001,12.4873,3.9627,73.8638,3.456640000000002,Training
94,CCc1cccc2ccccc12,732.7,9.1622,-8.7814,0.3809,7.8031,0.4269,346.3957,-1.2371,-0.3157,131.0766,0.1291,8.3322,0.12,3.6371,0.7938000000000001,12.7447,3.9862,73.6827,3.402200000000002,Validation
95,CC(C)(c1ccccc1)c1ccccc1,727.5,11.1831,-9.6411,1.542,7.9452,0.1872,403.4328,-1.4759,-0.3711,165.3594,0.0689,9.0646,0.1103,3.4129,0.6425000000000001,12.352,4.0567,104.886,4.012500000000003,Training
96,Cc1ccc(C)c2ccccc12,711.8,8.9898,-8.5187,0.4711,7.5587,0.1045,344.0428,-1.438,-0.4145,130.9206,0.1336,8.1594,0.1226,3.479,0.7417,12.394,3.9913,72.5903,3.456640000000002,Validation
97,CCc1ccc2ccccc2c1,701.3,9.2442,-8.8742,0.37,7.8637,0.4035,354.9027,-1.2513,-0.3295,131.0858,0.1265,8.3964,0.1191,3.6655,0.8001,12.7049,3.9582,74.5509,3.402200000000001,Training
98,Cc1cccc2ccccc12,649.1,9.1505,-8.7179,0.4326,7.8354,0.4615,321.4928,-1.2968,-0.3299,119.378,0.1266,8.3906,0.1192,3.6401,0.7896000000000001,12.9405,3.9185,73.8495,3.148220000000002,Validation
99,Cc1ccc2ccccc2c1,649.1,9.2673,-8.8175,0.4498,7.8863,0.4947,327.8428,-1.3237,-0.3533,119.3795,0.1234,8.4526,0.1183,3.66,0.7924,12.9595,3.8916,74.9994,3.148220000000001,Training
100,C(#Cc1ccccc1)c1ccccc1,638.6,9.9027,-9.1864,0.7163,7.8477,0.0004,407.5641,-1.8096,-0.3165,148.4718,0.1214,8.342,0.1199,3.6767,0.8102,12.2639,4.7799,88.2416,3.086400000000001,Training
101,c1ccc(-c2ccccc2)cc1,612.5,10.1173,-9.2656,0.8517,8.1073,0.0002,347.0231,-1.2758,-0.2743,130.4587,0.0829,8.8141,0.1135,3.7003,0.7767000000000001,13.0274,4.0901,89.5769,3.353600000000001,Training
103,Cc1cccc2c1CCCC2C,607.3,11.256,-9.385,1.8711,7.9943,0.7826000000000001,354.3282,-1.1318,-0.388,132.4201,0.0405,10.0097,0.0999,2.9894,0.4464,12.5902,1.9768,106.5466,3.434820000000002,Training
104,C(=C\c1ccccc1)\c1ccccc1,602.0,9.1637,-8.913,0.2507,7.6429,0.2516,385.1331,-1.4443,-0.3239,153.0711,0.1414,7.9041,0.1265,3.6909,0.8618,12.2487,4.8138000000000005,74.5984,3.857000000000003,Training
105,C(=C/c1ccccc1)\c1ccccc1,602.0,8.2778,-8.5473,-0.2695,7.4816,0.0006,398.7039,-1.6983,-0.3041,153.0462,0.1985,7.3221,0.1366,3.8206,0.9968,11.9839,5.3928,64.4803,3.857000000000003,Training
106,Cc1c(C)c(C)c(C)c(C)c1C,565.4,11.0006,-8.8834,2.1173,7.4272,0.0079,365.6489,-1.3483,-0.5672,137.1503,0.0472,9.5473,0.1047,2.6536,0.3688,12.055,2.1863,101.5575,3.537120000000002,Training
107,Cc1ccc(CCc2ccc(C)cc2)cc1,549.8,10.9418,-9.2063,1.7354,7.4873,0.4615,443.0241,-1.8194,-0.5688,176.847,0.0735,8.6406,0.1157,3.1669,0.5804,11.5419,4.1798,101.4113,4.088640000000002,Training
108,C#Cc1cc(C)ccc1C,512.7,9.9121,-9.042,0.8701000000000001,8.0358,0.3714,329.743,-1.7057,-0.634,108.8309,0.0674,9.3033,0.1075,3.3841,0.6155,13.0529,2.8543000000000003,90.0654,2.28474,Training
109,CC1=Cc2ccccc2C1,500.1,9.8078,-8.6707,1.1371,7.7969,1.3613,316.8923,-1.7167,-0.503,108.2563,0.0831,8.9426,0.1118,3.3256,0.6184000000000001,13.0407,3.1499,82.4343,2.646000000000001,Training
110,c1ccc2cccc-2cc1,492.3,7.1411,-7.94,-0.7989,7.5924,1.2948,300.3928,-1.5918,-0.2791,107.7886,0.4339,7.4126,0.1349,3.8861,1.0187,13.1889,4.4355,51.1045,2.7914000000000003,Training
111,C#Cc1ccccc1C,485.0,9.9663,-9.1257,0.8406,8.3722,0.4359,300.713,-1.5203,-0.534,97.2912,0.0642,9.5993,0.1042,3.5725,0.6648000000000001,13.8459,2.7671,90.9274,1.97632,Validation
112,Cc1cc(C)c(C)c(C)c1C,481.8,11.0123,-8.9308,2.0815,7.6338,0.4822,349.902,-1.3359,-0.5393,125.6135,0.0425,9.7547,0.1025,2.7565,0.3895,12.3793,2.0513,103.4114,3.228700000000001,Training
113,CCC#Cc1ccccc1,480.8,9.9179,-9.0122,0.9056,8.0533,0.5194,347.5113,-1.5527000000000002,-0.4132,109.0693,0.0681,9.3171,0.1073,3.3947,0.6185,12.9599,2.8937,90.6813,2.4481,Validation
114,c1ccc(CCc2ccccc2)cc1,471.4,11.1338,-9.4699,1.6639,7.9723,0.1576,385.4991,-1.4427,-0.3399,153.7557,0.0674,9.0422,0.1106,3.4511,0.6587000000000001,12.4793,4.1104,104.5599,3.471800000000001,Training
116,C1=Cc2ccccc2C1,467.7,9.9851,-8.9434,1.0417,8.2157,0.73,287.0723,-1.3511,-0.4128,96.719,0.0776,9.3135,0.1074,3.5589,0.68,13.8597,3.0071,84.4258,2.2559,Training
117,C1=Cc2ccccc2CC1,466.1,9.5722,-8.7495,0.8227,7.8635,0.6595000000000001,307.8121,-1.0623,-0.3066,108.4888,0.0934,8.8425,0.1131,3.4423,0.67,13.0742,3.2553,80.1474,2.646000000000001,Training
118,c1ccc2ccccc2c1,466.1,9.2911,-8.9007,0.3904,8.1393,0.0,298.7928,-1.0516,-0.233,107.8419,0.1206,8.645,0.1157,3.8168,0.8426,13.6085,3.8419,75.1225,2.839800000000001,Training
119,C#CCc1ccccc1,443.7,11.4075,-9.8159,1.5916,8.6362,0.4086,307.1731,-1.8118,-0.5587,97.3108,0.0412,10.3836,0.0963,3.4444,0.5713,13.8812,2.4145,109.1069,1.8623,Training
120,C#Cc1ccc(CC)cc1,442.6,9.9219,-9.1199,0.802,8.2178,0.774,335.3831,-1.6452,-0.5382,108.9908,0.065,9.4115,0.1063,3.5121,0.6553,13.2844,2.9226,90.2019,2.230299999999999,Training
121,c1ccc2c(c1)CCC2,439.5,11.0684,-9.3254,1.743,8.2048,0.6424000000000001,295.6816,-0.8849,-0.3082,97.486,0.0369,10.2226,0.0978,3.0935,0.4681,13.3821,1.6973,106.4123,2.1753,Training
122,CC(C)=Cc1ccccc1,436.9,10.0016,-8.8614,1.1402,7.8036,0.9263,333.4223,-1.2577,-0.4131,113.5543,0.0697,9.0244,0.1108,3.2914,0.6002000000000001,12.7994,3.1655,88.1193,3.109800000000001,Training
123,CC#Cc1ccccc1,427.5,9.9343,-8.9525,0.9818,8.1265,0.6201,315.1129,-1.7665000000000002,-0.4909,97.3562,0.0671,9.4239,0.1061,3.4146,0.6186,13.3895,2.8106,90.8615,2.058,Training
124,c1ccc(CCCc2ccccc2)cc1,413.9,11.2567,-9.6001,1.6567,7.848,0.2945,417.4923,-1.5513,-0.3582,165.3982,0.0683,8.8517,0.113,3.4222,0.6617000000000001,12.0945,4.4105,106.1262,3.861900000000003,Training
125,Cc1ccc(C(C)(C)C)cc1,410.8,11.2567,-9.4031,1.8536,8.0718,0.1453,355.9819,-1.0557,-0.4415,125.9018,0.0379,10.0942,0.0991,3.0247,0.4532,12.7688,1.852,106.03,3.292520000000001,Training
126,C=Cc1ccccc1C,408.1,10.0076,-9.126,0.8816,8.2246,0.4039,303.6025,-1.106,-0.3546,101.9419,0.072,9.3003,0.1075,3.5745,0.6869000000000001,13.5624,3.0768,87.4649,2.638020000000001,Training
127,Cc1ccc(C)c(C)c1C,393.0,11.0915,-9.0869,2.0046,7.8776,0.7749,327.722,-1.315,-0.4872,114.0573,0.0398,9.986,0.1001,2.8846,0.4166,12.7903,1.9109,105.0889,2.920280000000001,Training
129,Cc1cc(C)c(C)c(C)c1,386.2,11.0939,-9.0891,2.0048,7.858,0.472,334.482,-1.2755,-0.517,114.0618,0.0393,9.9729,0.1003,2.8716,0.4134,12.7656,1.9087,104.7688,2.920280000000001,Validation
130,C#Cc1cccc(C)c1,384.6,10.0824,-9.2139,0.8685,8.3998,0.6946,308.0632,-1.6931,-0.5635,97.2862,0.0624,9.6445,0.1037,3.5776,0.6636000000000001,13.7669,2.7584,92.1,1.97632,Training
131,c1ccc(C2CCCCC2)cc1,377.3,11.378,-9.6258,1.7523,8.1072,0.3428,364.8452,-0.8746,-0.2891,132.648,0.0397,10.0431,0.0996,3.0857,0.474,12.5756,1.7923,108.4062,3.734300000000002,Validation
132,CCc1ccccc1CC,376.3,11.2091,-9.4842,1.7248,8.3343,0.5674,333.4575,-0.9437,-0.3341,114.3658,0.0373,10.3162,0.0969,3.1762,0.489,13.2029,1.8396,107.4453,2.811400000000001,Validation
133,C#Cc1ccc(C)cc1,374.7,9.958,-9.0553,0.9027,8.2329,0.869,308.0432,-1.7157,-0.5628000000000001,97.2837,0.0638,9.4715,0.1056,3.4972,0.6456000000000001,13.5771,2.8208,90.1986,1.97632,Validation
134,CC(C)c1cccc(C(C)C)c1,353.3,11.368,-9.6118,1.7562,8.2172,0.302,390.3959,-1.0301,-0.4217,137.6699,0.0382,10.1715,0.0983,3.1314,0.482,12.625,1.9576,107.9252,3.933400000000002,Training
135,C/C=C/c1ccccc1,352.2,9.6744,-8.8945,0.7799,7.9869,0.5661,312.7625,-1.1907,-0.3588,102.0008,0.0839,8.9491,0.1117,3.5124,0.6893,13.1915,3.2663,82.0541,2.7197,Training
136,c1ccc(C2CC2)cc1,343.9,11.0082,-9.3032,1.705,8.3035,0.5451,301.7823,-0.9252,-0.2657,97.5607,0.0408,10.1413,0.0986,3.2329,0.5153,13.7313,2.098,103.8362,2.564,Training
138,Cc1ccc(C(C)C)cc1,330.3,11.2485,-9.3921,1.8564,8.1707,0.1709,341.3618,-1.0018,-0.4139,114.3086,0.0373,10.1792,0.0982,3.0811,0.4663,13.002,1.8171,106.1505,3.118420000000001,Validation
139,CCCCCCCCCCCCCCc1ccccc1,330.3,11.4388,-9.7014,1.7373,7.5545,0.2985,625.4026,-1.7393,-0.5658000000000001,231.0729,0.0449,9.512,0.1051,2.7985,0.4117,10.5787,2.35994,108.6905,6.930200000000007,Training
140,C=Cc1cccc(C)c1,322.4,9.7912,-9.0859,0.7053,8.2082,0.4578,308.9247,-1.1747,-0.3762,101.9409,0.0833,9.1464,0.1093,3.635,0.7223,13.4651,3.2022,83.6683,2.638020000000001,Training
142,O=C(c1ccccc1)c1ccccc1,319.8,9.8798,-10.1044,-0.2246,8.2927,3.7108,377.1017,-5.6703,-0.9474,143.6438,0.2218,7.8794,0.1269,4.353,1.2024,12.875,5.2584,66.7284,2.917600000000001,Training
143,CCCCCCCCCCCCCc1ccccc1,319.8,11.4485,-9.7161,1.7324000000000002,7.612,0.2365,602.1148,-1.6704,-0.5534,219.4014,0.0439,9.5715,0.1045,2.8262,0.4173,10.742,2.10218,108.7512,6.540100000000007,Training
144,C=Cc1ccc(C)cc1,318.8,9.6508,-8.9305,0.7203,8.0385,0.5837,309.1126,-1.1896,-0.3789,101.9403,0.0849,8.9721,0.1115,3.5525,0.7033,13.2511,3.2662,81.9027,2.638020000000001,Validation
145,Cc1cccc(C)c1C,315.1,11.2622,-9.3143,1.9479,8.1805,0.8579,305.752,-1.2319,-0.4269,102.5056,0.0371,10.272,0.0974,3.0445,0.4512,13.3408,1.7623000000000002,106.8282,2.611860000000001,Training
146,C=CCc1ccccc1,310.9,11.3204,-9.6759,1.6445,8.4818,0.1552,309.0311,-1.0469,-0.3265,102.0148,0.042,10.0384,0.0996,3.4626,0.5975,13.6202,2.9002,108.0316,2.4151,Training
147,Cc1cc(C)cc(C)c1,310.9,11.442,-9.4087,2.0333,8.1676,0.2158,319.9919,-1.1493,-0.5067,102.4974,0.0365,10.2689,0.0974,3.0332,0.448,13.2303,1.7586,107.1024,2.611860000000001,Training
148,Cc1ccc(C)c(C)c1,308.3,11.1303,-9.1414,1.9889,8.0492,0.4475,312.312,-1.1614,-0.4529,102.5108,0.0372,10.148,0.0985,2.9752,0.4361,13.1438,1.7687,105.4558,2.611860000000001,Training
150,C#CCCc1ccccc1,298.9,11.2632,-9.5966,1.6666,8.3631,0.4315,331.0129,-1.7956,-0.5539000000000001,108.973,0.0413,10.1252,0.0988,3.3005,0.5382,13.3581,2.6482,108.5432,2.2524,Training
151,CCCCCCCCCCCc1ccccc1,293.7,11.4469,-9.7088,1.7381000000000002,7.7351,0.2244,545.9924,-1.5079,-0.5032,196.0803,0.0421,9.7008,0.1031,2.8847,0.4289,11.0895,1.8249,108.8089,5.759900000000005,Training
152,CC(C)(C)c1ccccc1,291.1,11.4708,-9.6604,1.8104,8.4662,0.2958,327.2619,-0.8739,-0.327,114.3557,0.0355,10.4642,0.0956,3.2341,0.4998,13.3441,1.681,109.1792,2.984100000000001,Validation
153,C=C(C)c1ccccc1,286.4,10.195,-9.1809,1.014,8.2588,0.4236,304.0007,-1.064,-0.3412,101.9683,0.0676,9.384,0.1066,3.5668,0.6781,13.6143,3.046,89.0776,2.7197,Validation
154,CCCCCCCCCCc1ccccc1,283.2,11.4454,-9.7034,1.742,7.7871,0.2689,514.2047,-1.3976,-0.4707,184.4163,0.0415,9.7456,0.1026,2.9143,0.4358,11.2847,1.7964399999999998,108.678,5.369800000000005,Training
155,CCCCCCCCCc1ccccc1,283.2,11.4372,-9.6989,1.7383000000000002,7.8499,0.2732,494.2705,-1.3476,-0.457,172.7495,0.0402,9.8157,0.1019,2.9421,0.4409,11.429,1.7967,108.8141,4.979700000000005,Training
156,CCc1cccc(C)c1,278.0,11.3463,-9.488,1.8583,8.3881,0.4243,318.2618,-0.9848,-0.3909,102.6552,0.0357,10.4178,0.096,3.1792,0.4851,13.3858,1.7264,107.8743,2.55742,Training
157,C=CCCc1ccccc1,275.9,11.3142,-9.5644,1.7498,8.2673,0.229,333.9743,-1.099,-0.339,113.6859,0.0428,9.7595,0.1025,3.3875,0.5881000000000001,13.1906,3.1748,107.7769,2.805200000000001,Training
158,CC(C)(C)Cc1ccccc1,272.8,11.4107,-9.6373,1.7734,8.2784,0.3172,348.4619,-0.8949,-0.3457,125.9854,0.0371,10.2464,0.0976,3.1552,0.4858,13.011,1.7459,108.2063,3.2752000000000008,Training
159,CCc1ccc(CC)cc1,270.7,11.1862,-9.4344,1.7518,8.2324,0.1237,346.0863,-0.927,-0.3725,114.3636,0.0372,10.2126,0.0979,3.1261,0.4785,13.0639,1.8691,106.2286,2.811400000000001,Training
160,CCc1ccccc1C,267.0,11.2327,-9.4107,1.8219,8.3648,0.664,308.6204,-0.9996,-0.3414,102.659,0.0359,10.3967,0.0962,3.1664,0.4822,13.5128,1.7193,107.4975,2.55742,Validation
161,CC(C)CCc1ccccc1,258.1,11.4391,-9.6709,1.7681,8.2312,0.2868,362.4936,-0.9576,-0.3427,126.0632,0.0371,10.2042,0.098,3.1291,0.4798,12.7709,1.697,108.5044,3.2752000000000008,Validation
162,CC(C)Cc1ccccc1,257.6,11.4217,-9.649,1.7727,8.3879,0.3294,334.3536,-0.8597,-0.3207,114.3966,0.036,10.3646,0.0965,3.2056,0.4957,13.1975,1.6852,108.6388,2.8851000000000013,Training
164,CCCCCCCc1ccccc1,257.1,11.4363,-9.6823,1.7541,8.0246,0.2867,431.6253,-1.1612,-0.3956,149.4275,0.0386,9.9921,0.1001,3.0286,0.459,11.9635,1.7274,108.8412,4.199500000000003,Training
165,CCCCCCCCc1ccccc1,257.1,11.4339,-9.693,1.7408,7.9173,0.2859,464.3966,-1.2598,-0.4294,161.0855,0.0394,9.8846,0.1012,2.975,0.4477,11.6491,1.7605,108.7727,4.589600000000004,Training
166,CCCCCc1ccccc1,255.0,11.4364,-9.6693,1.7671,8.221,0.314,373.1604,-0.9786,-0.3423,126.1011,0.0368,10.1941,0.0981,3.124,0.4787,12.6087,1.6876,108.7993,3.419300000000002,Training
167,CCCCCCc1ccccc1,246.7,11.439,-9.6841,1.7549,8.1135,0.2884,401.5329,-1.0627,-0.3703,137.7648,0.0378,10.0807,0.0992,3.0732,0.4684,12.2806,1.7052,108.7466,3.8094000000000032,Training
168,CCCCc1ccccc1,245.1,11.4377,-9.6586,1.7791,8.3493,0.3175,343.4044,-0.8883000000000001,-0.3158,114.4401,0.0359,10.3267,0.0968,3.1859,0.4915,13.0093,1.6669,108.8198,3.029200000000001,Validation
169,c1ccc(Oc2ccccc2)cc1,241.4,10.6124,-9.1389,1.4735,7.828,1.2937,365.8326,-2.0185,-0.5785,135.0499,0.0835,8.7133,0.1148,3.4714,0.6915,12.6267,4.1837,93.0858,3.478900000000001,Training
170,CCCc1ccccc1,235.7,11.4319,-9.6334,1.7985,8.5146,0.3433,315.6432,-0.8121,-0.2936,102.7746,0.0348,10.5015,0.0952,3.2639,0.5072,13.4744,1.6311,109.0061,2.639100000000001,Training
171,Cc1cccc(C)c1,221.6,11.3892,-9.4183,1.9709,8.4239,0.4276,291.5819,-1.0172,-0.407,90.9485,0.0348,10.4991,0.0952,3.1743,0.4799,13.787,1.6108,107.9171,2.30344,Training
172,C#Cc1ccccc1,216.3,10.0863,-9.2476,0.8387,8.7178,0.3598,279.1032,-1.4207,-0.4507,85.7558,0.0604,9.9144,0.1009,3.7606,0.7132000000000001,14.5466,2.6731,92.3776,1.6679,Training
173,CCC(C)c1ccccc1,199.1,11.4851,-9.691,1.7941,8.444,0.2861,335.4323,-0.8368,-0.3177,114.431,0.0359,10.4153,0.096,3.2363,0.5028,13.2206,1.6938,109.1732,3.200100000000001,Validation
174,CC1=CC2C3CC(C=C3C)C2C1,189.2,11.5976,-9.1302,2.4674,7.5863,0.5536,356.776,-0.9442,-0.4703,127.8218,0.0277,9.8591,0.1015,2.6568,0.3583,12.3205,2.1347,109.8028,3.164800000000002,Training
175,CC(C)c1ccccc1,187.6,11.4701,-9.6497,1.8204,8.6043,0.3044,312.6419,-0.8103,-0.2995,102.7637,0.0347,10.5877,0.0944,3.3105,0.5176000000000001,13.6398,1.6435,109.4098,2.810000000000001,Validation
176,C=Cc1ccccc1,174.0,9.7757,-9.1117,0.664,8.477,0.1058,280.0227,-0.93,-0.2587,90.4033,0.0801,9.3613,0.1068,3.7964,0.7698,14.177,3.1459,83.6438,2.3296,Training
177,Cc1ccccc1,170.9,11.4784,-9.5411,1.9373,8.7766,0.4101,262.282,-0.8132,-0.2972,79.4059,0.0326,10.8252,0.0924,3.364,0.5227,14.5326,1.4455,109.3409,1.99502,Training
178,C1=CC2C3C=CC(C3)C2C1,157.8,11.789,-9.5182,2.2708,8.1126,0.313,301.7634,-0.5278,-0.2734,104.7135,0.0263,10.2709,0.0974,2.9771,0.4318,13.3141,1.9282,111.2636,2.3846,Training
179,Brc1ccccc1,137.4,11.0878,-9.9414,1.1464,9.1059,1.5547,266.8831,-2.4929,-0.5553,86.5521,0.0605,10.1814,0.0982,4.0152,0.7917000000000001,14.958,2.7056,102.8114,2.4491,Training
180,Clc1ccccc1,128.0,11.2643,-9.7591,1.5052,8.9555,1.4762,260.0216,-2.277,-0.457,79.9504,0.0463,10.2867,0.0972,3.8122,0.7064,14.8272,2.3123,104.5526,2.34,Training
181,N#Cc1ccccc1,115.0,10.2511,-9.8278,0.4233,9.582,4.2627,268.8716,-6.6769,-0.5277000000000001,80.5857,0.0725,9.9491,0.1005,4.6075,1.0669,15.1768,3.2936,92.8554,1.558279999999999,Training
182,Fc1ccccc1,106.6,11.2445,-9.7403,1.5042,9.6179,1.577,244.6509,-2.6955,-0.9198,68.1385,0.0323,11.1863,0.0894,4.0248,0.7241000000000001,15.7853,1.6614,110.0154,1.825699999999999,Training
183,C1CCC2CCCCC2C1,105.5,14.6223,-10.7274,3.8949,8.258,0.0028,328.5036,-0.2991,-0.2626,111.5123,0.0,17.0206,0.0588,-0.2523,0.0019,12.8319,-3.5569,286.4563,3.3668000000000022,Training
184,c1ccccc1,100.3,11.7313,-9.8088,1.9225,9.3699,0.0,233.282,-0.5716,-0.1791,67.8698,0.0299,11.3909,0.0878,3.6744,0.5926,15.375,1.2584,112.2968,1.6866,Training
