code_name,smiles,YSI,HOMO-LUMO gap,HOMO,LUMO,IP,Dipole module,Global SASA,G solv. in H2O,G of H-bonds H2O,Total polariz. alpha,Total FOD,Hardness,Softness,Electronegativity,Electrophil. idx,Second IP,Second EA,S0-T1 gap,MolLogP,Set
314,CCCCCCC(CCCC)C(CCCCC)CCCCC,133.1,14.3999,-11.2039,3.1959,7.6608,0.0848,700.1463,-1.5307,-0.6836,261.6662,0.0,15.4681,0.0647,-0.0732,0.0002,10.5623,-1.4414,275.0208,8.540000000000004,Training
315,Nc1ccccc1,84.569,10.6817,-8.5517,2.13,7.9854,1.7586,253.8115,-4.1849,-1.8534,76.8698,0.0513,10.312,0.097,2.8294,0.3882,14.2826,1.1157,99.9808,1.2688,Training
316,CCCCCCN,26.631,13.5544,-9.5971,3.9572,8.241,1.6566,312.0685,-2.853,-1.416,84.2052,0.0,16.9244,0.0591,-0.2212,0.0017,13.1075,-3.8802,269.6626,1.525399999999999,Training
317,c1ccncc1,34.632,11.2835,-10.1043,1.1792,8.7647,2.6344000000000003,226.6015,-2.8342,-0.3405,63.2848,0.109,10.2116,0.0979,3.6589,0.6555000000000001,15.3473,1.588,86.9278,1.0816,Training
318,C1CCNCC1,23.056,13.019,-9.138,3.881,8.114,1.5679,249.3527,-1.5633,-0.636,67.6805,0.0,17.4751,0.0572,-0.6235,0.0112,14.1575,-5.1471,263.5184,0.7599,Training
319,C1COCCN1,8.768,13.3267,-9.0403,4.2863,8.2208,1.5901,239.3125,-3.118,-0.9847,60.9364,0.0,16.7722,0.0596,-0.1653,0.0009,14.4463,-4.8572,246.2811,-0.3938,Training
320,C1CCNC1,13.843,13.3848,-9.4691,3.9157,8.7004,1.6395,228.7505,-1.7423000000000002,-0.708,55.9277,0.0,17.7833,0.0563,-0.1913,0.0011,14.8629,-5.4529,266.3871,0.369799999999999,Training
322,CC(C)(C)N,21.097,13.0966,-9.5018,3.5948,8.7555,1.5815,243.2003,-2.1791,-1.221,60.6849,0.0,17.9616,0.0557,-0.2253,0.0014,15.0198,-5.3192,268.1996,0.7436,Training
323,CCCCN,15.042,13.6011,-9.5405,4.0606,8.61,1.6599,253.1279,-2.7031,-1.3697,60.8737,0.0,17.8348,0.0561,-0.3074,0.0029,14.2974,-5.162,271.2236,0.7452000000000001,Training
324,CC(C)CN,23.365,13.1922,-9.4731,3.7192,8.6348,1.6728,245.9009,-2.5384,-1.2684,60.845,0.0,17.9818,0.0556,-0.3561,0.0036,14.5731,-5.3424,270.4188,0.6011000000000001,Validation
325,CCC(C)N,18.558,13.4684,-9.5823,3.8861,8.676,1.6071,247.9007,-2.3112,-1.2756,60.792,0.0,17.9588,0.0557,-0.3034,0.0026,14.5904,-5.366,269.9972,0.7436,Training
326,CNC(C)C,18.105,13.0297,-9.0825,3.9472,8.3097,1.3849,248.6172,-1.4343,-0.687,61.1274,0.0,17.4806,0.0572,-0.4307,0.0053,14.5191,-5.4348,257.0656,0.6141999999999991,Validation
327,Cc1ccccn1,64.971,11.1397,-9.8527,1.287,8.4944,2.379,257.0616,-2.8692,-0.528,74.763,0.1032,10.0374,0.0996,3.4757,0.6018,14.5641,1.7249,88.6632,1.39002,Training
328,Cc1cccnc1,66.056,11.0792,-9.8665,1.2127,8.4941,2.8533,255.5315,-3.301,-0.4685,74.803,0.1063,9.992,0.1001,3.4981,0.6123000000000001,14.526,1.7567,87.4281,1.39002,Training
329,Cc1ccncc1,65.652,11.3547,-10.0869,1.2678,8.5652,3.1492,255.5915,-3.4741,-0.4911,74.7947,0.1014,10.0583,0.0994,3.5361,0.6216,14.7645,1.7905000000000002,89.6572,1.39002,Training
331,Cc1cccc(N)c1,119.647,10.698,-8.5284,2.1696,7.7702,1.5811000000000002,282.7414,-4.2603,-1.9387,88.4061,0.0511,10.1057,0.099,2.7173,0.3653,13.53,1.3131,100.0922,1.5772199999999992,Training
332,CC1CCCCN1,27.311,13.0729,-9.0292,4.0437,7.9595,1.5027,275.7384,-1.4419,-0.6298,79.2659,0.0,16.9837,0.0589,-0.5323,0.0084,13.6766,-4.6111,257.8107,1.1484,Training
333,CC1CCCNC1,33.626,13.0488,-9.1032,3.9456,7.9709,1.5724,274.1364,-1.6457000000000002,-0.6759000000000001,79.2878,0.0,17.0272,0.0588,-0.5427000000000001,0.0087,13.6513,-4.6131,260.2419,1.0059,Validation
334,CCCNCCC,22.455,13.1757,-9.1891,3.9866,8.0484,1.3462,313.4047,-1.3455,-0.6705,84.5216,0.0,16.7413,0.0598,-0.3223,0.0036,13.1905,-4.2331,252.7547,1.396,Validation
335,CC(C)(C)CCN,40.791,13.0955,-9.5714,3.5241,8.3265,1.6164,292.3139,-2.846,-1.4421,84.0714,0.0,17.0818,0.0585,-0.2144,0.0015,13.6416,-4.2905,264.2549,1.3813,Training
336,C1=CCNCC1,32.927,11.9333,-9.2662,2.6671,8.1252,1.4783,243.6563,-1.7948,-0.7137,66.8762,0.0291,11.4563,0.0873,2.397,0.2508,14.1332,-1.1255,119.4534,0.5359,Training
337,C#CCN,25.354,13.3374,-9.9962,3.3412,9.274,1.2666,210.9746,-3.5485,-1.7565,43.7485,0.0059,14.122,0.0708,2.2129,0.1734,16.3453,-3.019,154.0423,-0.421699999999999,Training
338,C=CCN(C)C,34.61,11.2329,-8.8389,2.3939,7.9998,1.0421,267.5247,-1.14,-0.3502,72.3838,0.039,11.3174,0.0884,2.341,0.2423,13.8568,-1.1973,120.6146,0.734,Training
339,C=CCN,30.791,12.3317,-9.6626,2.6691000000000003,8.938,1.4853,215.2899,-2.8411,-1.4107,48.45,0.0229,12.3148,0.0812,2.7806,0.3141,15.5452,-1.6502,123.6234,0.1311,Training
340,NC=O,-3.102,12.7304,-9.6803,3.0501,10.5078,4.1181,170.2181,-11.2174,-4.2374,27.7182,0.0111,13.9877,0.0715,3.5139,0.4414,18.7605,-3.0974,131.5096,-0.8985000000000001,Training
342,CCCCCNC=O,19.138,12.6516,-9.8229,2.8287,8.743,4.2138,316.6438,-8.1096,-1.9478,86.0449,0.0146,12.113,0.0826,2.6865,0.2979,13.4582,-1.5729000000000002,128.9726,0.9225999999999992,Training
343,O=CNCCc1ccccc1,216.783,11.2555,-9.7929,1.4627,8.4713,4.188,342.0105,-7.8001,-1.6738,113.6828,0.0502,9.6079,0.1041,3.6674,0.6999000000000001,13.2814,3.5806,107.873,0.9750999999999992,Training
344,c1ccc2ncccc2c1,214.599,9.1523,-9.2523,-0.1,8.1882,2.5017,293.5024,-3.1679,-0.4283,103.2189,0.2396,8.2796,0.1208,4.0484,0.9898,13.6508,4.1466,67.5638,2.2348,Training
346,CCCCN(CCCC)CCCC,53.383,12.3036,-8.7623,3.5412,7.3758,0.8532000000000001,460.3945,-1.2132,-0.4992,154.7382,0.0001,15.2526,0.0656,-0.2505,0.0024,11.6996,-2.7276,231.0107,3.688700000000002,Training
347,CN(C)C=O,6.55,12.6268,-9.5758,3.051,9.2545,4.4992,228.0893,-7.8896,-1.3419,51.2148,0.0143,12.6259,0.0792,2.9416,0.3427,15.5729,-2.2229,128.0166,-0.2956,Training
348,CC(=O)N(C)C,9.689,12.3991,-9.347,3.0521,8.8615,4.4773,252.3795,-8.4797,-1.4708,62.5191,0.015,12.2082,0.0819,2.7574,0.3114,14.8845,-1.5328,127.0732,0.0945,Training
349,Cc1ccc2ccccc2n1,311.187,9.1524,-9.1397,0.0127,7.9783,2.2953,324.0424,-3.2068,-0.6261,114.6953,0.2295,8.1815,0.1222,3.8876,0.9236,13.2107,4.1621,69.0592,2.54322,Training
350,CCCCNc1ccccc1,124.486,10.3188,-8.2665,2.0523,7.3696,1.8183,365.6167,-2.5364,-0.7222000000000001,123.7178,0.0619,9.6965,0.1031,2.5214,0.3278,12.2635,1.3155,96.9083,2.898600000000001,Training
351,CCCCC(CC)CO[N+](=O)[O-],39.156,12.8747,-11.4945,1.3802,9.0139,3.381,399.7539,-3.9224,-1.5242,117.6409,0.1024,9.7759,0.1023,4.1259,0.8707,13.1257,0.5556,110.825,2.4111,Training
352,CCCCON=O,11.209,11.6486,-10.7192,0.9294,9.2697,2.815,275.9917,-4.385,-0.9766,65.8365,0.3032,9.8996,0.101,4.3199,0.9426,14.5846,-0.3571,54.6883,1.4845000000000002,Training
353,CC(C)(C)ON=O,11.193,11.6861,-10.6075,1.0786,9.3231,3.205,270.0878,-4.5245,-1.0719,65.5825,0.3155,10.0966,0.099,4.2748,0.905,15.1238,-0.5464,52.8067,1.4829,Training
354,CC(C)O[N+](=O)[O-],1.053,13.2046,-11.7399,1.4647,10.5379,3.5539,261.3364,-4.1096,-1.6512,59.2793,0.0418,11.3372,0.0882,4.8693,1.0457,16.1304,0.185,113.7385,0.6031000000000001,Training
356,c1ccc2c(c1)CCN2,176.053,10.0785,-8.1258,1.9527,7.3799,1.8346,289.3166,-2.7056,-0.9562,95.1563,0.0663,9.626,0.1039,2.5668,0.3422,12.9089,1.4523,95.2309,1.654599999999999,Training
357,N=C(c1ccccc1)c1ccccc1,447.571,9.6132,-9.5271,0.0861,8.0209,2.7155,380.7427,-4.469,-1.0015,148.212,0.2118,8.0038,0.1249,4.019,1.009,12.6234,4.9395,73.0422,3.102770000000001,Training
358,C1CN=C2CCCN2C1,27.892,10.3967,-7.55,2.8466,7.649,3.7232,300.1114,-4.5289,-0.6135,92.2481,0.024,11.236,0.089,2.031,0.1836,13.1621,-0.8982,117.465,0.8844000000000001,Training
359,c1ccc2c(c1)CCCN2,155.064,10.1032,-8.0622,2.041,7.346,1.9045,309.1365,-2.5909,-0.845,106.8823,0.0639,9.6391,0.1037,2.5265,0.3311,12.849,1.4776,96.2354,2.044699999999999,Training
360,CC#N,1.029,14.8067,-11.0935,3.7132,11.2745,3.9193,176.1204,-7.6259,-1.0697,29.4351,0.0051,15.3743,0.065,3.5873,0.4185,19.1797,-3.771,156.5155,0.52988,Training
361,C=CC#N,12.856,10.7675,-10.159,0.6085,10.5918,3.8601,199.201,-6.6561,-0.7314,40.5135,0.0481,11.608,0.0861,4.7878,0.9874,17.5691,1.0299,98.9579,0.695979999999999,Training
362,c1ccnnc1,15.439,10.3237,-9.8012,0.5225000000000001,8.5547,4.8579,219.7009,-5.6056,-0.4444,58.8253,0.3115,9.318,0.1073,3.8957,0.8144,15.5913,2.0121,60.209,0.476599999999999,Training
363,CC(=O)n1ccc2ccccc21,187.078,9.4624,-8.8512,0.6112000000000001,8.2321,3.2302,333.0645,-6.1457,-1.2159,119.2382,0.1294,8.5382,0.1171,3.963,0.9197,13.3358,4.2022,79.8805,2.3014,Training
364,C1CNC1,6.102,13.658,-9.2705,4.3874,8.4828,1.6599,206.6003,-1.7706,-0.7189,44.2599,0.0001,16.833,0.0594,0.0662,0.0001,15.0303,-5.5778,233.0982,-0.0203,Training
365,CC(C)(C)C(=N)C(C)(C)C,62.299,11.766,-9.8865,1.8795,7.9545,2.591,333.2908,-2.9907,-0.8585,115.9847,0.0524,10.6084,0.0943,2.6503,0.3311,12.9514,-0.384,101.2673,3.098370000000002,Training
366,CCC(=O)NC,7.023,12.8728,-9.8433,3.0295,9.006,4.1739,260.8994,-8.543800000000001,-1.9508,62.4503,0.0126,12.425,0.0805,2.7935,0.314,14.582,-1.7611,129.9898,0.142399999999999,Training
367,C1CCC2=NCCCN2CC1,45.913,10.1659,-7.5523,2.6136,7.4568,3.6993,335.4081,-4.194,-0.5491,115.5922,0.0277,10.9398,0.0914,1.9869,0.1805,12.6034,-0.556,114.5161,1.6646,Training
368,O=[N+]([O-])c1ccccc1,98.946,10.1088,-10.6634,-0.5546,9.9993,4.7247,273.7683,-7.378,-1.616,81.7733,0.178,9.117,0.1097,5.4408,1.6235,15.4465,4.6321,74.6082,1.5948,Training
369,c1cc[nH]c1,22.915,12.1736,-8.8486,3.325,8.8058,2.1302,211.2416,-3.19,-1.2138,54.5101,0.013,12.425,0.0805,2.5933,0.2706,16.2788,-1.1294,120.0206,1.0147,Training
371,CCCCC#N,21.658,14.1605,-11.1886,2.972,9.5228,3.9022,264.9342,-6.6172,-0.7335,64.446,0.0075,13.3781,0.0747,2.8338,0.3001,14.8438,-2.4036,150.8116,1.70018,Training
372,CNCc1ccccc1,193.046,10.9087,-9.2126,1.6962000000000002,7.9822,1.3912,307.2657,-2.0924,-0.7151000000000001,100.4964,0.0746,9.8469,0.1016,3.0588,0.4752,13.2699,1.7461,105.4982,1.406,Training
373,CCNc1ccccc1,110.812,10.3432,-8.2729,2.0702,7.5107,1.8151,309.5466,-2.5485,-0.7665000000000001,100.3876,0.0604,9.8424,0.1016,2.5895,0.3407,13.1119,1.2645,97.2948,2.1184,Training
375,CCC#N,11.405,14.2135,-11.1338,3.0797,10.3574,3.9103,208.7902,-6.7646,-0.781,41.134,0.0061,14.2727,0.0701,3.221,0.3635,16.853,-3.0445,151.7057,0.91998,Training
376,CC(N)c1ccccc1,143.88,11.3932,-9.6176,1.7756,8.2236,1.4897,306.6244,-2.9204,-1.3366,100.1229,0.0604,10.1027,0.099,3.1723,0.4983,13.5064,1.7356,106.62,1.7063,Training
377,CCCC#N,15.775,14.2166,-11.161,3.0556,9.8693,3.9218,236.9644,-6.6228,-0.7359,52.7863,0.0067,13.7405,0.0728,2.9991000000000003,0.3273,15.678,-2.7266,151.1515,1.31008,Training
378,C1CCOC1,20.1,14.3743,-10.0283,4.346,9.001,1.8735,224.4994,-1.9285,-0.5034000000000001,51.5353,0.0,17.635,0.0567,0.1835,0.001,15.1475,-5.3475,259.6545,0.7968000000000001,Training
379,CC(O)COC(C)(C)C,44.0,13.8093,-10.2813,3.5281,8.6113,2.6511,331.3562,-5.4738,-2.9858,96.0923,0.0,16.1249,0.062,0.5489,0.0094,13.5531,-3.0591,248.0688,1.1823,Training
380,CCCOC(=O)OCCC,34.5,15.2031,-11.38,3.8231,9.0932,0.6654,357.6832,-5.9434000000000005,-1.4944,97.9354,0.0064,12.4689,0.0802,2.8588,0.3277,13.3034,-1.7559,156.0354,1.9596,Training
381,COC(C)(C)CCO,33.2,13.8148,-10.2123,3.6026,8.6102,3.0901,295.1615,-4.8472,-2.2015,84.5845,0.0,16.2874,0.0614,0.4665,0.0067,13.8123,-3.4564,250.3522,0.7938000000000001,Training
382,CCCCOCC(C)O,31.7,14.0215,-10.231,3.7906,8.5837,2.4131,348.1015,-5.4767,-3.08,96.3768,0.0,16.3651,0.0611,0.4011,0.0051,13.0615,-3.1773,257.5656,1.1839,Training
383,CCOC(CC)OCC,27.3,14.1794,-10.2928,3.8867,8.5553,2.1655,343.3292,-4.2901,-0.9087,96.8094,0.0,16.372,0.0611,0.3693,0.0043,13.2189,-3.2708,256.5686,1.7955,Training
384,CCCOCC(C)O,25.8,14.1934,-10.1725,4.021,8.6883,2.4176,321.5227,-5.7532,-3.2096,84.7014,0.0,16.5435,0.0605,0.4166,0.0057,13.435,-3.443,257.1926,0.7938000000000001,Training
385,CC(C)OCCO,25.5,14.0789,-10.2314,3.8475,8.8751,2.468,290.2612,-5.588,-3.2396,73.0463,0.0,16.6884,0.0599,0.5309,0.0085,14.1399,-3.6416,254.7931,0.4037,Training
386,CCCCOCCO,25.3,13.9975,-10.1789,3.8186,8.6743,2.4057,322.1069,-5.3714,-3.0834,84.8385,0.0,16.5534,0.0604,0.3976,0.0052,13.3146,-3.4219,258.7101,0.7953999999999991,Validation
387,CCOC(C)OCC,22.4,14.3257,-10.3432,3.9825,8.7517,2.2628,317.0186,-4.217,-0.992,85.0937,0.0,16.6606,0.06,0.4214,0.0054,13.7361,-3.4856,259.4048,1.4054,Training
388,CCOCCOCC,20.4,14.1134,-10.0678,4.0456,8.4701,1.5812,325.2744,-3.4387,-0.8458,85.0879,0.0,16.4015,0.061,0.2693,0.0033,13.3368,-3.3448,257.6076,1.0594,Training
389,CCC(O)COC,19.8,14.2663,-10.1438,4.1225,8.8605,2.2956,289.5373,-5.7825,-3.2793,73.0986,0.0,16.9816,0.0589,0.3697,0.0044,13.9037,-3.9392,263.8166,0.4037,Training
390,COCC(C)OC,18.6,14.1938,-9.9817,4.2121,8.5558,1.6118,288.7654,-3.3573,-0.8337,73.4563,0.0,16.5872,0.0603,0.2622,0.0028,13.8508,-3.8302,255.8263,0.6677000000000001,Training
392,COCCCO,17.9,14.1519,-10.177,3.9749,8.9595,2.8105,257.5284,-4.8665,-2.4143,61.5202,0.0,17.2637,0.0579,0.3277,0.0032,14.4996,-4.3377,266.4809,0.0152,Training
393,COCC(C)O,16.4,14.2326,-10.127,4.1056,9.0503,2.0017,261.6469,-5.7068,-3.2803,61.4032,0.0,17.3221,0.0577,0.3892,0.0045,14.6529,-4.4311,263.8466,0.0136,Training
394,COC(C)(C)OC,16.4,14.7577,-10.5237,4.234,8.9968,0.0124,277.6014,-3.6436,-0.9021,73.2147,0.0,17.2946,0.0578,0.3495,0.0035,14.449,-4.2544,268.1908,1.015299999999999,Training
395,COCCOCCOC,16.1,13.8236,-9.9265,3.897,8.268,1.5655,340.7601,-4.2999,-1.0556,90.1795,0.0,15.5176,0.0645,0.5092,0.0089,12.8618,-2.4765,243.5816,0.2958,Training
396,CCOCCO,15.7,14.3195,-10.2177,4.1018,9.0727,2.4463,265.8493,-5.6786,-3.4137,61.4801,0.0,17.2338,0.058,0.4558,0.0061,14.5508,-4.2318,262.4305,0.0152,Training
397,CCOC(=O)OCC,15.3,15.4223,-11.3558,4.0665,9.6246,0.5723,301.2064,-6.0825,-1.6634,74.6206,0.0049,13.0169,0.0769,3.1162,0.373,14.3828,-2.103,157.0312,1.1794,Training
398,COCCOCCO,15.0,13.9423,-10.0898,3.8525,8.6537,2.2267,311.5272,-6.7263,-3.5087,78.2107,0.0,16.0014,0.0625,0.653,0.0138,13.5268,-2.8554,249.5297,-0.3583,Training
399,COC(OC)C(C)=O,14.8,11.3713,-9.8926,1.4786,8.8493,2.3351,294.0498,-5.9705,-1.7988,74.9983,0.0714,10.4803,0.0954,3.6091,0.6215,14.2439,0.1608,91.0827,0.194299999999999,Training
400,COC(OC)(OC)OC,14.8,15.7468,-10.9327,4.8141,9.152,0.0004,311.4371,-9.1513,-1.7216,83.5302,0.0,17.0761,0.0586,0.6139,0.0111,14.0568,-3.5952,274.2399,0.1833,Training
401,COC(C)OC,14.2,14.4968,-10.1691,4.3277,9.1423,2.1008,263.0298,-3.9848,-0.9463,61.9192,0.0,17.5305,0.057,0.3771,0.0041,14.7873,-4.5068,268.8334,0.6252,Training
402,CC(O)CO,13.7,14.7595,-10.6978,4.0617,9.4801,2.4526,229.0039,-8.9296,-6.0283,49.3629,0.0,18.1933,0.055,0.3835,0.0041,15.6732,-5.1394,275.6003,-0.6405000000000001,Training
403,COC(OC)OC,12.8,14.9612,-10.4408,4.5204,9.2772,1.2554,276.9795,-5.7827,-1.2919,67.0242,0.0,17.4463,0.0573,0.5541,0.0088,14.5528,-4.1062,274.3805,0.2092,Training
404,COC(C)(OC)OC,12.7,14.8726,-10.4653,4.4073,8.908,1.4223,293.3596,-6.2975,-1.2643,78.3468,0.0,16.9967,0.0588,0.4097,0.0051,14.1133,-3.9071,266.21,0.5992999999999991,Training
405,COCCOC,11.8,14.1223,-9.9292,4.1931,8.7116,1.4103,264.1124,-3.0989,-0.794,61.8874,0.0,16.9426,0.0591,0.2403,0.0028,14.2334,-4.276,259.086,0.2792,Training
406,COCOC,10.9,15.1918,-10.5449,4.6469000000000005,9.4815,0.2867,234.211,-2.9221,-0.7985,50.2831,0.0,18.4224,0.0543,0.2702,0.002,15.4097,-5.364,285.6265,0.2367,Training
409,OCCO,8.2,15.1164,-10.6732,4.4432,9.8025,1.8211,204.1802,-9.6084,-6.646,37.8113,0.0,18.72,0.0534,0.4425,0.0053,16.5731,-5.7903,278.6373,-1.029,Training
410,CCCCC1(CCCC)CCO1,74.7,13.7566,-10.0749,3.6817,8.1282,1.8298,414.6155,-2.6218,-0.6492,132.8743,0.0001,15.2162,0.0657,0.5201,0.009,12.1173,-2.3961,231.3394,3.525900000000002,Training
411,CCCCCCC1CCO1,52.7,14.2568,-10.1123,4.1445,8.2063,1.8542,377.8219,-2.5234,-0.657,109.6583,0.0,15.4248,0.0648,0.4939,0.0081,12.3194,-2.3144,236.7187,2.745700000000001,Training
412,CCCCCCCCC1CCO1,67.1,14.235,-10.122,4.113,8.0042,1.8832,438.7371,-2.696,-0.7215,132.975,0.0001,14.993,0.0667,0.5076,0.0087,11.7082,-1.5506,236.0369,3.525900000000002,Training
413,CCCCCCCCCC1(C)CCO1,90.2,14.0434,-10.0848,3.9586,7.8567,1.8694,486.0362,-2.9405,-0.7844,156.1847,0.0001,14.7123,0.068,0.5006,0.0087,11.393,-1.206,233.436,4.306100000000003,Validation
414,CCCCC1(CCCC)COC1,89.3,13.5805,-10.1825,3.398,8.2725,2.0644,410.8587,-2.4732,-0.6731,132.932,0.0,15.6531,0.0639,0.4459,0.0064,12.205,-2.4484,240.8384,3.383400000000002,Training
415,CCCCCCCCCCC1CCO1,78.9,14.0137,-10.1085,3.9053,7.8362,1.8539,490.8961,-2.905,-0.7449,156.3049,0.0001,14.9052,0.0671,0.3835,0.0051,11.2835,-1.3814,236.5818,4.306100000000003,Training
417,CCCCCC1(CCC)CCO1,87.5,13.885,-10.0823,3.8026,8.1036,1.8085,416.2474,-2.6415,-0.6536000000000001,132.877,0.0001,15.1994,0.0658,0.5039,0.0085,12.0818,-2.2963,231.9374,3.525900000000002,Validation
418,C=COCC1CCC(COC=C)CC1,130.5,12.7942,-9.2799,3.5143,7.5784,1.0257,437.1941,-2.9452,-0.782,148.0787,0.0201,9.7526,0.1026,2.7021,0.3743,11.5769,2.6496,120.7004,3.113000000000002,Training
420,COc1ccccc1O,64.0,10.9586,-8.8281,2.1305,8.1191,2.8291,289.42,-5.5708,-3.5519,88.7859,0.0458,10.1632,0.0984,3.0375,0.4539,13.7393,1.4745,100.5413,1.4008,Training
421,COc1cccc(O)c1,64.1,11.0408,-8.9376,2.1033,8.2134,1.8026,292.5097,-6.8188,-4.0867,88.7982,0.0419,10.2795,0.0973,3.0736,0.4595,13.7413,1.4458,103.3371,1.400799999999999,Training
422,COc1ccc(O)cc1,54.9,10.3408,-8.6187,1.722,7.9195,1.5361,293.1397,-6.8653,-4.0748,88.7668,0.0544,9.8652,0.1014,2.987,0.4522,13.4191,1.4707,96.3561,1.4008,Training
423,COc1cccc(O)c1OC,61.3,11.1411,-8.8597,2.2814,7.9023,3.214,328.0199,-6.8898,-3.6829,105.2906,0.0518,9.8803,0.1012,2.9622,0.444,13.04,1.7347,99.7337,1.409399999999999,Training
424,COc1ccc(O)cc1OC,49.5,10.4519,-8.3085,2.1435,7.482,1.7105,334.4691,-8.9986,-4.3743,105.3511,0.0591,9.5341,0.1049,2.7149,0.3865,12.5795,1.6172,94.458,1.409399999999999,Training
425,COc1cccc(OC)c1O,63.3,11.296,-8.8007,2.4953,7.7443,2.7963,328.8607,-7.1268,-3.6498,105.2941,0.0547,9.8122,0.1019,2.8382,0.4105,12.8462,1.6485,98.8043,1.409399999999999,Training
426,COc1cc(O)cc(OC)c1,50.8,11.6387,-8.9352,2.7035,7.9327,1.2886,336.3192,-8.0577,-4.4515,105.3051,0.0422,10.0854,0.0992,2.8901,0.4141,12.9735,1.5782,103.8375,1.4094,Training
427,Cc1cccc(O)c1,107.0,11.0847,-9.1855,1.8992,8.4369,1.932,277.1103,-5.8174,-3.8011,83.8389,0.0383,10.4775,0.0954,3.1982,0.4881,14.1628,1.4979,105.0446,1.700619999999999,Training
428,Cc1ccccc1O,101.9,11.0535,-9.1177,1.9359,8.3633,1.5057,273.1797,-5.1369,-3.212,83.8496,0.0395,10.4165,0.096,3.1551,0.4778,14.1441,1.4864,104.121,1.70062,Training
429,Cc1ccc(O)cc1,104.4,10.8722,-9.0216,1.8506,8.2291,1.6082,277.5503,-5.7056,-3.7834,83.8358,0.0416,10.2699,0.0974,3.0942,0.4661,13.8598,1.4717,102.3006,1.700619999999999,Training
430,CCc1ccccc1O,118.9,10.9723,-9.1682,1.8041,8.2998,1.4666,299.0724,-5.0798,-3.1384,95.5414,0.0406,10.3083,0.097,3.1456,0.48,13.7044,1.5992000000000002,104.0289,1.9545999999999992,Training
431,CCc1cccc(O)c1,134.8,11.0306,-9.2477,1.7829000000000002,8.3872,1.8582,304.8302,-5.7322,-3.7793,95.5423,0.0392,10.3767,0.0964,3.1989,0.4931,13.6678,1.6274000000000002,104.8854,1.9546,Training
432,CCc1ccc(O)cc1,129.2,10.8912,-9.0908,1.8004,8.2105,1.587,304.8802,-5.6572,-3.7686,95.5389,0.0419,10.2185,0.0979,3.1012,0.4706,13.5567,1.5863,102.5372,1.9546,Training
433,Oc1cccc(O)c1,34.1,11.1857,-9.0701,2.1156,8.5154,1.8707,263.5931,-10.4381,-7.278,76.7978,0.0395,10.5729,0.0946,3.2289,0.4931,14.5849,1.3309,104.307,1.097799999999999,Training
434,Cc1ccc(O)c(O)c1,104.0,10.9692,-8.848700000000001,2.1205,8.0413,2.5668,289.479,-9.3673,-6.8531,88.3022,0.0464,10.1036,0.099,2.9895,0.4423,13.5804,1.5365,100.2785,1.406219999999999,Training
435,COC(C)COC(C)COC(C)CO,40.6,13.5128,-10.0176,3.4952,7.9677,1.8686,431.9269,-6.8667,-2.1681,141.2417,0.0001,14.6805,0.0681,0.6275000000000001,0.0143,12.1044,-1.4014,237.1855,0.8238000000000001,Training
437,C=CC(OCC)OCC,26.6,12.3286,-10.2034,2.1252,8.6228,2.1667,339.7751,-4.5651,-1.0467,96.0707,0.0187,11.5016,0.0869,2.8721,0.3588,13.3338,-0.4572,125.1523,1.5715,Training
438,CC1(C)OCC(CO)O1,18.7,14.4183,-10.2713,4.147,8.8157,1.4625,300.7921,-6.2343,-3.2844,84.1504,0.0,15.933,0.0628,0.8492000000000001,0.0227,14.0865,-2.939,241.5897,0.1302,Training
439,CC1OCCO1,11.1,15.0769,-10.2568,4.8201,9.1845,1.0535,242.6589,-2.8666,-0.9246,56.3972,0.0,17.093,0.0585,0.638,0.0119,15.2133,-4.4314,252.7898,0.3792,Training
440,CC1(C)OCCO1,17.4,14.8204,-10.2067,4.6137,8.9545,0.7827000000000001,265.0894,-3.0516,-0.9425,67.8809,0.0,16.584,0.0603,0.6625,0.0132,14.7296,-3.8442,246.7186,0.7693,Training
442,CCC1(C)OCCO1,21.1,14.346,-10.1468,4.1993,8.6922,0.8473,287.7783,-3.1552,-0.8623000000000001,79.5558,0.0,16.2438,0.0616,0.5703,0.0101,14.0457,-3.6054,243.9059,1.1594,Training
443,CCC(CC)C1OC(C)C(C)O1,57.8,13.9377,-10.1562,3.7814,8.214,1.5334,388.1864,-3.945,-0.9491,126.1468,0.0,15.6621,0.0638,0.383,0.0047,12.6676,-2.7631,244.1547,2.5725,Training
444,CCCCC(CC)C1OC(C)C(C)O1,68.5,13.8642,-10.1743,3.6899,8.0346,1.6591,443.4427,-4.0661,-0.9875,149.4586,0.0,15.3473,0.0652,0.3609,0.0043,12.0819,-2.1917,243.3628,3.3527000000000022,Training
445,CCCC1OC(C)C(C)O1,36.5,14.4654,-10.1962,4.2692,8.4711,1.3844,348.5393,-3.6974,-0.9519,102.8613,0.0,16.0347,0.0624,0.4537,0.0067,13.1465,-3.1713,246.8142,1.9364,Training
446,CCCCCC1OC(C)C(C)O1,48.7,14.422,-10.2379,4.184,8.2146,1.5773,407.424,-3.7862,-0.995,126.1697,0.0,15.6388,0.064,0.3953,0.0052,12.3823,-2.3755,246.991,2.7166,Training
448,CCCCCC(OCC)OCC,42.9,14.4593,-10.5421,3.9172,8.1863,0.6227,433.605,-4.1204,-0.9271,131.6429,0.0,16.0677,0.0623,0.1525,0.0008,12.0975,-2.6424000000000003,263.409,2.965800000000001,Training
