code_name,smiles,YSI,HOMO-LUMO gap,HOMO,LUMO,IP,EA,Dipole module,Total charge,Global SASA,G solv. in H2O,G of H-bonds H2O,Fermi-level,Total polariz. alpha,Total FOD,Hardness,Softness,Electronegativity,Electrophil. idx,Nucleophilicity idx,Second IP,Second EA,S0-T1 gap,MolLogP
98,Cc1cccc2ccccc12,649.1,9.1505,-8.7179,0.4326,7.8354,-0.5552,0.4615,0,321.4928,-1.2968,-0.3299,-8.4977,119.378,0.1266,8.3906,0.1192,3.6401,0.7896000000000001,1.2743,12.9405,3.9185,73.8495,3.148220000000002
99,Cc1ccc2ccccc2c1,649.1,9.2673,-8.8175,0.4498,7.8863,-0.5663,0.4947,0,327.8428,-1.3237,-0.3533,-8.5161,119.3795,0.1234,8.4526,0.1183,3.66,0.7924,1.268,12.9595,3.8916,74.9994,3.148220000000001
100,C(#Cc1ccccc1)c1ccccc1,638.6,9.9027,-9.1864,0.7163,7.8477,-0.4943,0.0004,0,407.5641,-1.8096,-0.3165,-8.4859,148.4718,0.1214,8.342,0.1199,3.6767,0.8102,1.2562,12.2639,4.7799,88.2416,3.086400000000001
101,c1ccc(-c2ccccc2)cc1,612.5,10.1173,-9.2656,0.8517,8.1073,-0.7068,0.0002,0,347.0231,-1.2758,-0.2743,-8.5308,130.4587,0.0829,8.8141,0.1135,3.7003,0.7767000000000001,1.2644,13.0274,4.0901,89.5769,3.353600000000001
102,c1ccc(Cc2ccccc2)cc1,612.5,10.9926,-9.5849,1.4077,8.0792,-1.0433,0.0111,0,372.0629,-1.4675,-0.3252,-8.3361,142.0665,0.0673,9.1225,0.1096,3.518,0.6783,1.3566,12.713,4.0759,103.3968,3.277400000000002
103,Cc1cccc2c1CCCC2C,607.3,11.256,-9.385,1.8711,7.9943,-2.0154,0.7826000000000001,0,354.3282,-1.1318,-0.388,-7.9904,132.4201,0.0405,10.0097,0.0999,2.9894,0.4464,1.6594,12.5902,1.9768,106.5466,3.434820000000002
104,C(=C\c1ccccc1)\c1ccccc1,602.0,9.1637,-8.913,0.2507,7.6429,-0.2612,0.2516,0,385.1331,-1.4443,-0.3239,-8.5421,153.0711,0.1414,7.9041,0.1265,3.6909,0.8618,1.2306,12.2487,4.8138000000000005,74.5984,3.857000000000003
105,C(=C/c1ccccc1)\c1ccccc1,602.0,8.2778,-8.5473,-0.2695,7.4816,0.1595,0.0006,0,398.7039,-1.6983,-0.3041,-8.6594,153.0462,0.1985,7.3221,0.1366,3.8206,0.9968,1.1464,11.9839,5.3928,64.4803,3.857000000000003
106,Cc1c(C)c(C)c(C)c(C)c1C,565.4,11.0006,-8.8834,2.1173,7.4272,-2.1202,0.0079,0,365.6489,-1.3483,-0.5672,-7.6089,137.1503,0.0472,9.5473,0.1047,2.6536,0.3688,1.879,12.055,2.1863,101.5575,3.537120000000002
107,Cc1ccc(CCc2ccc(C)cc2)cc1,549.8,10.9418,-9.2063,1.7354,7.4873,-1.1534,0.4615,0,443.0241,-1.8194,-0.5688,-8.0438,176.847,0.0735,8.6406,0.1157,3.1669,0.5804,1.5224,11.5419,4.1798,101.4113,4.088640000000002
108,C#Cc1cc(C)ccc1C,512.7,9.9121,-9.042,0.8701000000000001,8.0358,-1.2675,0.3714,0,329.743,-1.7057,-0.634,-8.3186,108.8309,0.0674,9.3033,0.1075,3.3841,0.6155,1.4267,13.0529,2.8543000000000003,90.0654,2.28474
109,CC1=Cc2ccccc2C1,500.1,9.8078,-8.6707,1.1371,7.7969,-1.1457,1.3613,0,316.8923,-1.7167,-0.503,-8.1742,108.2563,0.0831,8.9426,0.1118,3.3256,0.6184000000000001,1.4457,13.0407,3.1499,82.4343,2.646000000000001
110,c1ccc2cccc-2cc1,492.3,7.1411,-7.94,-0.7989,7.5924,0.1798,1.2948,0,300.3928,-1.5918,-0.2791,-8.7014,107.7886,0.4339,7.4126,0.1349,3.8861,1.0187,1.1252,13.1889,4.4355,51.1045,2.7914000000000003
111,C#Cc1ccccc1C,485.0,9.9663,-9.1257,0.8406,8.3722,-1.2271,0.4359,0,300.713,-1.5203,-0.534,-8.4449,97.2912,0.0642,9.5993,0.1042,3.5725,0.6648000000000001,1.3456,13.8459,2.7671,90.9274,1.97632
112,Cc1cc(C)c(C)c(C)c1C,481.8,11.0123,-8.9308,2.0815,7.6338,-2.1209,0.4822,0,349.902,-1.3359,-0.5393,-7.6971,125.6135,0.0425,9.7547,0.1025,2.7565,0.3895,1.8071,12.3793,2.0513,103.4114,3.228700000000001
113,CCC#Cc1ccccc1,480.8,9.9179,-9.0122,0.9056,8.0533,-1.2638,0.5194,0,347.5113,-1.5527000000000002,-0.4132,-8.3093,109.0693,0.0681,9.3171,0.1073,3.3947,0.6185,1.422,12.9599,2.8937,90.6813,2.4481
114,c1ccc(CCc2ccccc2)cc1,471.4,11.1338,-9.4699,1.6639,7.9723,-1.0699,0.1576,0,385.4991,-1.4427,-0.3399,-8.2869,153.7557,0.0674,9.0422,0.1106,3.4511,0.6587000000000001,1.3858,12.4793,4.1104,104.5599,3.471800000000001
115,C=Cc1cc(C)ccc1C,469.3,9.9301,-9.022,0.908,7.922,-1.1149,0.0723,0,332.4922,-1.2629,-0.4576,-8.3282,113.488,0.0766,9.0369,0.1106,3.4036,0.6409,1.409,12.8617,3.1461,86.8161,2.946440000000001
116,C1=Cc2ccccc2C1,467.7,9.9851,-8.9434,1.0417,8.2157,-1.0978,0.73,0,287.0723,-1.3511,-0.4128,-8.3717,96.719,0.0776,9.3135,0.1074,3.5589,0.68,1.3435,13.8597,3.0071,84.4258,2.2559
117,C1=Cc2ccccc2CC1,466.1,9.5722,-8.7495,0.8227,7.8635,-0.979,0.6595000000000001,0,307.8121,-1.0623,-0.3066,-8.3306,108.4888,0.0934,8.8425,0.1131,3.4423,0.67,1.3836,13.0742,3.2553,80.1474,2.646000000000001
118,c1ccc2ccccc2c1,466.1,9.2911,-8.9007,0.3904,8.1393,-0.5057,0.0,0,298.7928,-1.0516,-0.233,-8.6437,107.8419,0.1206,8.645,0.1157,3.8168,0.8426,1.2095,13.6085,3.8419,75.1225,2.839800000000001
119,C#CCc1ccccc1,443.7,11.4075,-9.8159,1.5916,8.6362,-1.7474,0.4086,0,307.1731,-1.8118,-0.5587,-8.3836,97.3108,0.0412,10.3836,0.0963,3.4444,0.5713,1.423,13.8812,2.4145,109.1069,1.8623
120,C#Cc1ccc(CC)cc1,442.6,9.9219,-9.1199,0.802,8.2178,-1.1937,0.774,0,335.3831,-1.6452,-0.5382,-8.4062,108.9908,0.065,9.4115,0.1063,3.5121,0.6553,1.3681,13.2844,2.9226,90.2019,2.230299999999999
121,c1ccc2c(c1)CCC2,439.5,11.0684,-9.3254,1.743,8.2048,-2.0178,0.6424000000000001,0,295.6816,-0.8849,-0.3082,-8.0931,97.486,0.0369,10.2226,0.0978,3.0935,0.4681,1.6016,13.3821,1.6973,106.4123,2.1753
122,CC(C)=Cc1ccccc1,436.9,10.0016,-8.8614,1.1402,7.8036,-1.2208,0.9263,0,333.4223,-1.2577,-0.4131,-8.1717,113.5543,0.0697,9.0244,0.1108,3.2914,0.6002000000000001,1.4662,12.7994,3.1655,88.1193,3.109800000000001
123,CC#Cc1ccccc1,427.5,9.9343,-8.9525,0.9818,8.1265,-1.2974,0.6201,0,315.1129,-1.7665000000000002,-0.4909,-8.3015,97.3562,0.0671,9.4239,0.1061,3.4146,0.6186,1.415,13.3895,2.8106,90.8615,2.058
124,c1ccc(CCCc2ccccc2)cc1,413.9,11.2567,-9.6001,1.6567,7.848,-1.0036,0.2945,0,417.4923,-1.5513,-0.3582,-8.2578,165.3982,0.0683,8.8517,0.113,3.4222,0.6617000000000001,1.3937,12.0945,4.4105,106.1262,3.861900000000003
125,Cc1ccc(C(C)(C)C)cc1,410.8,11.2567,-9.4031,1.8536,8.0718,-2.0224,0.1453,0,355.9819,-1.0557,-0.4415,-8.026,125.9018,0.0379,10.0942,0.0991,3.0247,0.4532,1.6396000000000002,12.7688,1.852,106.03,3.292520000000001
126,C=Cc1ccccc1C,408.1,10.0076,-9.126,0.8816,8.2246,-1.0757,0.4039,0,303.6025,-1.106,-0.3546,-8.445,101.9419,0.072,9.3003,0.1075,3.5745,0.6869000000000001,1.3361,13.5624,3.0768,87.4649,2.638020000000001
127,Cc1ccc(C)c(C)c1C,393.0,11.0915,-9.0869,2.0046,7.8776,-2.1084,0.7749,0,327.722,-1.315,-0.4872,-7.8326,114.0573,0.0398,9.986,0.1001,2.8846,0.4166,1.7243,12.7903,1.9109,105.0889,2.920280000000001
128,Cc1cc(C)c(C)cc1C,393.0,10.9135,-8.9381,1.9754,7.7839,-2.1219,0.0,0,333.0121,-1.242,-0.4981,-7.7738,114.0792,0.0391,9.9058,0.101,2.831,0.4045,1.7583000000000002,12.6701,1.9105,103.9291,2.920280000000001
129,Cc1cc(C)c(C)c(C)c1,386.2,11.0939,-9.0891,2.0048,7.858,-2.1149,0.472,0,334.482,-1.2755,-0.517,-7.8018,114.0618,0.0393,9.9729,0.1003,2.8716,0.4134,1.7326,12.7656,1.9087,104.7688,2.920280000000001
130,C#Cc1cccc(C)c1,384.6,10.0824,-9.2139,0.8685,8.3998,-1.2447,0.6946,0,308.0632,-1.6931,-0.5635,-8.4559,97.2862,0.0624,9.6445,0.1037,3.5776,0.6636000000000001,1.3446,13.7669,2.7584,92.1,1.97632
131,c1ccc(C2CCCCC2)cc1,377.3,11.378,-9.6258,1.7523,8.1072,-1.9359,0.3428,0,364.8452,-0.8746,-0.2891,-8.2324,132.648,0.0397,10.0431,0.0996,3.0857,0.474,1.6033,12.5756,1.7923,108.4062,3.734300000000002
132,CCc1ccccc1CC,376.3,11.2091,-9.4842,1.7248,8.3343,-1.9819,0.5674,0,333.4575,-0.9437,-0.3341,-8.12,114.3658,0.0373,10.3162,0.0969,3.1762,0.489,1.5574,13.2029,1.8396,107.4453,2.811400000000001
133,C#Cc1ccc(C)cc1,374.7,9.958,-9.0553,0.9027,8.2329,-1.2386,0.869,0,308.0432,-1.7157,-0.5628000000000001,-8.3864,97.2837,0.0638,9.4715,0.1056,3.4972,0.6456000000000001,1.3767,13.5771,2.8208,90.1986,1.97632
134,CC(C)c1cccc(C(C)C)c1,353.3,11.368,-9.6118,1.7562,8.2172,-1.9544,0.302,0,390.3959,-1.0301,-0.4217,-8.1192,137.6699,0.0382,10.1715,0.0983,3.1314,0.482,1.5796,12.625,1.9576,107.9252,3.933400000000002
135,C/C=C/c1ccccc1,352.2,9.6744,-8.8945,0.7799,7.9869,-0.9622,0.5661,0,312.7625,-1.1907,-0.3588,-8.388,102.0008,0.0839,8.9491,0.1117,3.5124,0.6893,1.3535,13.1915,3.2663,82.0541,2.7197
136,c1ccc(C2CC2)cc1,343.9,11.0082,-9.3032,1.705,8.3035,-1.8378,0.5451,0,301.7823,-0.9252,-0.2657,-8.1753,97.5607,0.0408,10.1413,0.0986,3.2329,0.5153,1.524,13.7313,2.098,103.8362,2.564
137,c1ccc2c(c1)CCCC2,336.0,11.2484,-9.399,1.8494,8.2443,-2.0181,0.6960000000000001,0,314.1315,-0.9011,-0.2997,-8.1003,109.2066,0.0383,10.2624,0.0974,3.1131,0.4722,1.5912000000000002,13.196,1.753,107.3487,2.5654
138,Cc1ccc(C(C)C)cc1,330.3,11.2485,-9.3921,1.8564,8.1707,-2.0085,0.1709,0,341.3618,-1.0018,-0.4139,-8.0662,114.3086,0.0373,10.1792,0.0982,3.0811,0.4663,1.6081,13.002,1.8171,106.1505,3.118420000000001
139,CCCCCCCCCCCCCCc1ccccc1,330.3,11.4388,-9.7014,1.7373,7.5545,-1.9575,0.2985,0,625.4026,-1.7393,-0.5658000000000001,-8.2415,231.0729,0.0449,9.512,0.1051,2.7985,0.4117,1.7751,10.5787,,108.6905,6.930200000000007
140,C=Cc1cccc(C)c1,322.4,9.7912,-9.0859,0.7053,8.2082,-0.9382,0.4578,0,308.9247,-1.1747,-0.3762,-8.5064,101.9409,0.0833,9.1464,0.1093,3.635,0.7223,1.3042,13.4651,3.2022,83.6683,2.638020000000001
141,CCc1cccc(CC)c1,320.9,11.3418,-9.5574,1.7843,8.3583,-1.9881,0.3759,0,345.3416,-0.9384,-0.3726,-8.1252,114.3639,0.0365,10.3464,0.0967,3.1851,0.4903,1.5529000000000002,13.0856,1.8325,107.9289,2.811400000000001
142,O=C(c1ccccc1)c1ccccc1,319.8,9.8798,-10.1044,-0.2246,8.2927,0.4133,3.7108,0,377.1017,-5.6703,-0.9474,-9.1549,143.6438,0.2218,7.8794,0.1269,4.353,1.2024,0.9855,12.875,5.2584,66.7284,2.917600000000001
143,CCCCCCCCCCCCCc1ccccc1,319.8,11.4485,-9.7161,1.7324000000000002,7.612,-1.9595,0.2365,0,602.1148,-1.6704,-0.5534,-8.2457,219.4014,0.0439,9.5715,0.1045,2.8262,0.4173,1.7571,10.742,,108.7512,6.540100000000007
144,C=Cc1ccc(C)cc1,318.8,9.6508,-8.9305,0.7203,8.0385,-0.9336,0.5837,0,309.1126,-1.1896,-0.3789,-8.4406,101.9403,0.0849,8.9721,0.1115,3.5525,0.7033,1.3356,13.2511,3.2662,81.9027,2.638020000000001
145,Cc1cccc(C)c1C,315.1,11.2622,-9.3143,1.9479,8.1805,-2.0915,0.8579,0,305.752,-1.2319,-0.4269,-7.987,102.5056,0.0371,10.272,0.0974,3.0445,0.4512,1.6305,13.3408,1.7623000000000002,106.8282,2.611860000000001
146,C=CCc1ccccc1,310.9,11.3204,-9.6759,1.6445,8.4818,-1.5566,0.1552,0,309.0311,-1.0469,-0.3265,-8.3259,102.0148,0.042,10.0384,0.0996,3.4626,0.5975,1.4073,13.6202,2.9002,108.0316,2.4151
147,Cc1cc(C)cc(C)c1,310.9,11.442,-9.4087,2.0333,8.1676,-2.1013,0.2158,0,319.9919,-1.1493,-0.5067,-7.9786,102.4974,0.0365,10.2689,0.0974,3.0332,0.448,1.637,13.2303,1.7586,107.1024,2.611860000000001
148,Cc1ccc(C)c(C)c1,308.3,11.1303,-9.1414,1.9889,8.0492,-2.0988,0.4475,0,312.312,-1.1614,-0.4529,-7.9211,102.5108,0.0372,10.148,0.0985,2.9752,0.4361,1.67,13.1438,1.7687,105.4558,2.611860000000001
149,CCCCCCCCCCCCc1ccccc1,304.1,11.4487,-9.7001,1.7486000000000002,7.6665,-1.9669,0.255,0,573.8566,-1.593,-0.5226000000000001,-8.2427,207.7426,0.0428,9.6334,0.1038,2.8497,0.4215,1.7422,10.8715,1.8727,108.8621,6.150000000000008
150,C#CCCc1ccccc1,298.9,11.2632,-9.5966,1.6666,8.3631,-1.7621,0.4315,0,331.0129,-1.7956,-0.5539000000000001,-8.3073,108.973,0.0413,10.1252,0.0988,3.3005,0.5382,1.4887,13.3581,2.6482,108.5432,2.2524
151,CCCCCCCCCCCc1ccccc1,293.7,11.4469,-9.7088,1.7381000000000002,7.7351,-1.9657,0.2244,0,545.9924,-1.5079,-0.5032,-8.244,196.0803,0.0421,9.7008,0.1031,2.8847,0.4289,1.7204000000000002,11.0895,1.8249,108.8089,5.759900000000005
152,CC(C)(C)c1ccccc1,291.1,11.4708,-9.6604,1.8104,8.4662,-1.998,0.2958,0,327.2619,-0.8739,-0.327,-8.2229,114.3557,0.0355,10.4642,0.0956,3.2341,0.4998,1.5288,13.3441,1.681,109.1792,2.984100000000001
153,C=C(C)c1ccccc1,286.4,10.195,-9.1809,1.014,8.2588,-1.1252,0.4236,0,304.0007,-1.064,-0.3412,-8.4088,101.9683,0.0676,9.384,0.1066,3.5668,0.6781,1.3421,13.6143,3.046,89.0776,2.7197
154,CCCCCCCCCCc1ccccc1,283.2,11.4454,-9.7034,1.742,7.7871,-1.9585,0.2689,0,514.2047,-1.3976,-0.4707,-8.2429,184.4163,0.0415,9.7456,0.1026,2.9143,0.4358,1.7022,11.2847,,108.678,5.369800000000005
155,CCCCCCCCCc1ccccc1,283.2,11.4372,-9.6989,1.7383000000000002,7.8499,-1.9658,0.2732,0,494.2705,-1.3476,-0.457,-8.2452,172.7495,0.0402,9.8157,0.1019,2.9421,0.4409,1.6856,11.429,1.7967,108.8141,4.979700000000005
156,CCc1cccc(C)c1,278.0,11.3463,-9.488,1.8583,8.3881,-2.0297,0.4243,0,318.2618,-0.9848,-0.3909,-8.1117,102.6552,0.0357,10.4178,0.096,3.1792,0.4851,1.5572,13.3858,1.7264,107.8743,2.55742
157,C=CCCc1ccccc1,275.9,11.3142,-9.5644,1.7498,8.2673,-1.4922,0.229,0,333.9743,-1.099,-0.339,-8.2725,113.6859,0.0428,9.7595,0.1025,3.3875,0.5881000000000001,1.437,13.1906,3.1748,107.7769,2.805200000000001
158,CC(C)(C)Cc1ccccc1,272.8,11.4107,-9.6373,1.7734,8.2784,-1.968,0.3172,0,348.4619,-0.8949,-0.3457,-8.2031,125.9854,0.0371,10.2464,0.0976,3.1552,0.4858,1.5676,13.011,1.7459,108.2063,3.2752000000000008
159,CCc1ccc(CC)cc1,270.7,11.1862,-9.4344,1.7518,8.2324,-1.9802,0.1237,0,346.0863,-0.927,-0.3725,-8.0872,114.3636,0.0372,10.2126,0.0979,3.1261,0.4785,1.5832000000000002,13.0639,1.8691,106.2286,2.811400000000001
160,CCc1ccccc1C,267.0,11.2327,-9.4107,1.8219,8.3648,-2.0319,0.664,0,308.6204,-0.9996,-0.3414,-8.1021,102.659,0.0359,10.3967,0.0962,3.1664,0.4822,1.5639,13.5128,1.7193,107.4975,2.55742
161,CC(C)CCc1ccccc1,258.1,11.4391,-9.6709,1.7681,8.2312,-1.973,0.2868,0,362.4936,-0.9576,-0.3427,-8.2302,126.0632,0.0371,10.2042,0.098,3.1291,0.4798,1.5814,12.7709,1.697,108.5044,3.2752000000000008
162,CC(C)Cc1ccccc1,257.6,11.4217,-9.649,1.7727,8.3879,-1.9767,0.3294,0,334.3536,-0.8597,-0.3207,-8.2326,114.3966,0.036,10.3646,0.0965,3.2056,0.4957,1.5423,13.1975,1.6852,108.6388,2.8851000000000013
163,CCc1ccc(C)cc1,257.1,11.2459,-9.3641,1.8818,8.247,-2.0271,0.2181,0,318.5418,-0.9568,-0.3878,-8.0733,102.6575,0.0364,10.2741,0.0973,3.1099,0.4707,1.5931000000000002,13.2949,1.7473,106.1699,2.55742
164,CCCCCCCc1ccccc1,257.1,11.4363,-9.6823,1.7541,8.0246,-1.9674,0.2867,0,431.6253,-1.1612,-0.3956,-8.2458,149.4275,0.0386,9.9921,0.1001,3.0286,0.459,1.6358,11.9635,1.7274,108.8412,4.199500000000003
165,CCCCCCCCc1ccccc1,257.1,11.4339,-9.693,1.7408,7.9173,-1.9672,0.2859,0,464.3966,-1.2598,-0.4294,-8.2433,161.0855,0.0394,9.8846,0.1012,2.975,0.4477,1.6663,11.6491,1.7605,108.7727,4.589600000000004
166,CCCCCc1ccccc1,255.0,11.4364,-9.6693,1.7671,8.221,-1.9731,0.314,0,373.1604,-0.9786,-0.3423,-8.2446,126.1011,0.0368,10.1941,0.0981,3.124,0.4787,1.5841,12.6087,1.6876,108.7993,3.419300000000002
167,CCCCCCc1ccccc1,246.7,11.439,-9.6841,1.7549,8.1135,-1.9672,0.2884,0,401.5329,-1.0627,-0.3703,-8.245,137.7648,0.0378,10.0807,0.0992,3.0732,0.4684,1.6111,12.2806,1.7052,108.7466,3.8094000000000032
168,CCCCc1ccccc1,245.1,11.4377,-9.6586,1.7791,8.3493,-1.9774,0.3175,0,343.4044,-0.8883000000000001,-0.3158,-8.2464,114.4401,0.0359,10.3267,0.0968,3.1859,0.4915,1.5523,13.0093,1.6669,108.8198,3.029200000000001
169,c1ccc(Oc2ccccc2)cc1,241.4,10.6124,-9.1389,1.4735,7.828,-0.8853000000000001,1.2937,0,365.8326,-2.0185,-0.5785,-8.2569,135.0499,0.0835,8.7133,0.1148,3.4714,0.6915,1.3649,12.6267,4.1837,93.0858,3.478900000000001
170,CCCc1ccccc1,235.7,11.4319,-9.6334,1.7985,8.5146,-1.9868,0.3433,0,315.6432,-0.8121,-0.2936,-8.2536,102.7746,0.0348,10.5015,0.0952,3.2639,0.5072,1.5139,13.4744,1.6311,109.0061,2.639100000000001
171,Cc1cccc(C)c1,221.6,11.3892,-9.4183,1.9709,8.4239,-2.0752,0.4276,0,291.5819,-1.0172,-0.407,-8.0959,90.9485,0.0348,10.4991,0.0952,3.1743,0.4799,1.561,13.787,1.6108,107.9171,2.30344
172,C#Cc1ccccc1,216.3,10.0863,-9.2476,0.8387,8.7178,-1.1966,0.3598,0,279.1032,-1.4207,-0.4507,-8.5768,85.7558,0.0604,9.9144,0.1009,3.7606,0.7132000000000001,1.2734,14.5466,2.6731,92.3776,1.6679
173,CCC(C)c1ccccc1,199.1,11.4851,-9.691,1.7941,8.444,-1.9713,0.2861,0,335.4323,-0.8368,-0.3177,-8.2512,114.431,0.0359,10.4153,0.096,3.2363,0.5028,1.5268000000000002,13.2206,1.6938,109.1732,3.200100000000001
174,CC1=CC2C3CC(C=C3C)C2C1,189.2,11.5976,-9.1302,2.4674,7.5863,-2.2728,0.5536,0,356.776,-0.9442,-0.4703,-7.5934,127.8218,0.0277,9.8591,0.1015,2.6568,0.3583,1.8793,12.3205,2.1347,109.8028,3.164800000000002
175,CC(C)c1ccccc1,187.6,11.4701,-9.6497,1.8204,8.6043,-1.9834,0.3044,0,312.6419,-0.8103,-0.2995,-8.264,102.7637,0.0347,10.5877,0.0944,3.3105,0.5176000000000001,1.4916,13.6398,1.6435,109.4098,2.810000000000001
176,C=Cc1ccccc1,174.0,9.7757,-9.1117,0.664,8.477,-0.8843000000000001,0.1058,0,280.0227,-0.93,-0.2587,-8.618,90.4033,0.0801,9.3613,0.1068,3.7964,0.7698,1.2429,14.177,3.1459,83.6438,2.3296
177,Cc1ccccc1,170.9,11.4784,-9.5411,1.9373,8.7766,-2.0486,0.4101,0,262.282,-0.8132,-0.2972,-8.2539,79.4059,0.0326,10.8252,0.0924,3.364,0.5227,1.4689,14.5326,1.4455,109.3409,1.99502
178,C1=CC2C3C=CC(C3)C2C1,157.8,11.789,-9.5182,2.2708,8.1126,-2.1583,0.313,0,301.7634,-0.5278,-0.2734,-7.9108,104.7135,0.0263,10.2709,0.0974,2.9771,0.4318,1.6705,13.3141,1.9282,111.2636,2.3846
179,Brc1ccccc1,137.4,11.0878,-9.9414,1.1464,9.1059,-1.0755,1.5547,0,266.8831,-2.4929,-0.5553,-8.8389,86.5521,0.0605,10.1814,0.0982,4.0152,0.7917000000000001,1.1828,14.958,2.7056,102.8114,2.4491
180,Clc1ccccc1,128.0,11.2643,-9.7591,1.5052,8.9555,-1.3312,1.4762,0,260.0216,-2.277,-0.457,-8.6941,79.9504,0.0463,10.2867,0.0972,3.8122,0.7064,1.2621,14.8272,2.3123,104.5526,2.34
181,N#Cc1ccccc1,115.0,10.2511,-9.8278,0.4233,9.582,-0.3671,4.2627,0,268.8716,-6.6769,-0.5277000000000001,-9.4858,80.5857,0.0725,9.9491,0.1005,4.6075,1.0669,0.9883,15.1768,3.2936,92.8554,1.558279999999999
182,Fc1ccccc1,106.6,11.2445,-9.7403,1.5042,9.6179,-1.5684,1.577,0,244.6509,-2.6955,-0.9198,-8.8683,68.1385,0.0323,11.1863,0.0894,4.0248,0.7241000000000001,1.202,15.7853,1.6614,110.0154,1.825699999999999
183,C1CCC2CCCCC2C1,105.5,14.6223,-10.7274,3.8949,8.258,-8.7626,0.0028,0,328.5036,-0.2991,-0.2626,-4.596,111.5123,0.0,17.0206,0.0588,-0.2523,0.0019,5.3113,12.8319,-3.5569,286.4563,3.3668000000000022
184,c1ccccc1,100.3,11.7313,-9.8088,1.9225,9.3699,-2.021,0.0,0,233.282,-0.5716,-0.1791,-8.4862,67.8698,0.0299,11.3909,0.0878,3.6744,0.5926,1.3389,15.375,1.2584,112.2968,1.6866
185,C1CCC(C2CCCCC2)CC1,117.1,14.6199,-10.9661,3.6538,8.0889,-8.4746,0.1023,0,377.0441,-0.4485,-0.2986,-4.7691,134.8526,0.0,16.5635,0.0604,-0.1929,0.0011,5.3133,12.2271,-3.1875,279.5587,4.147000000000004
186,O=CCc1ccccc1,217.6,10.59,-9.5919,0.9982,8.6933,-0.6804,2.7155,0,297.154,-3.4197,-0.8807,-9.0572,92.8079,0.0907,9.3736,0.1067,4.0064,0.8569,1.1629,14.0272,3.5101,89.0185,1.428
187,CC(=O)c1ccccc1,130.8,10.1636,-10.0779,0.0857,8.8101,-0.1185,3.5947,0,292.8706,-5.3685,-1.118,-9.1566,92.5165,0.1441,8.9286,0.112,4.3458,1.0576,1.0317,14.1902,3.7835,75.3565,1.8892
188,COc1ccccc1,111.0,10.8776,-9.0415,1.8361,8.3622,-2.03,1.4518,0,278.1413,-1.8881,-0.5446,-8.1317,84.3256,0.0402,10.3922,0.0962,3.1661,0.4823,1.5639,14.1046,1.4138,103.977,1.6952
189,OCc1ccccc1,189.0,11.4459,-9.8313,1.6146,8.8481,-1.7195,1.9346,0,277.76,-5.7172,-3.5658000000000003,-8.5714,84.0923,0.038,10.5677,0.0946,3.5643,0.6027,1.3757,14.2249,1.8193,109.4396,1.1789
190,O=Cc1ccccc1,119.0,9.8961,-10.0216,-0.1255,9.1496,0.0988,3.5743,0,268.0604,-4.0748,-0.8092,-9.4405,81.2117,0.1643,9.0508,0.1105,4.6242,1.1813,0.9541,14.7265,3.8162,72.3693,1.499099999999999
191,CCc1ccccc1,216.0,11.4471,-9.6169,1.8302,8.723700000000001,-2.0013,0.3472,0,289.8119,-0.7648,-0.2757,-8.2692,91.1118,0.0336,10.725,0.0932,3.3612,0.5267000000000001,1.4687,14.0071,1.5728,109.403,2.249
192,CCOc1ccccc1,112.0,10.8995,-9.0594,1.8401,8.2247,-2.048,1.5438,0,307.6494,-1.9453,-0.5679000000000001,-8.0811,95.9065,0.0413,10.2726,0.0973,3.0883,0.4642,1.6053000000000002,13.6334,1.4374,103.5032,2.0853
193,COCc1ccccc1,202.0,11.4101,-9.7895,1.6207,8.5935,-1.7864,1.3579,0,305.0833,-2.1711,-0.536,-8.4605,96.1718,0.0398,10.3799,0.0963,3.4035,0.5581,1.4427,13.6958,1.7992,109.4549,1.833
194,CC(O)c1ccccc1,142.0,11.4746,-9.7571,1.7175,8.6308,-1.8345,1.677,0,301.6178,-5.5213,-3.3893,-8.4127,95.6792,0.0373,10.4654,0.0956,3.3982,0.552,1.4472,13.849,1.7577,108.9472,1.7399
195,OCCc1ccccc1,207.0,11.3653,-9.6591,1.7062,8.6336,-1.7539,1.6352,0,300.9411,-4.5836,-2.6598,-8.468,95.7259,0.0373,10.3875,0.0963,3.4398,0.5698,1.4258,13.8676,1.8473,108.5922,1.2214
196,Cc1ccccc1C,200.0,11.282,-9.3392,1.9428,8.4421,-2.0756,0.7403000000000001,0,283.342,-1.0498,-0.3537,-8.0882,90.9603,0.0345,10.5177,0.0951,3.1833,0.4817,1.5565,13.9254,1.6067,107.8571,2.30344
197,Cc1ccc(C)cc1,202.0,11.2391,-9.2855,1.9536,8.2599,-2.0719,0.1337,0,291.3119,-0.9723,-0.4006,-8.0581,90.9504,0.0358,10.3318,0.0968,3.094,0.4633,1.6029,13.5574,1.6259,106.0152,2.30344
198,COc1ccccc1C,122.0,10.8266,-8.891,1.9356,8.0353,-2.0718,1.2622,0,302.2917,-2.1057,-0.5898,-7.9547,95.8816,0.0421,10.1071,0.0989,2.9817,0.4398,1.6654,13.3968,1.5837,102.5153,2.003619999999999
199,COc1cccc(C)c1,126.0,10.881,-8.9954,1.8856,8.1303,-2.0555,1.3776,0,306.3685,-2.2025,-0.6576000000000001,-7.998,95.8617,0.041,10.1858,0.0982,3.0374,0.4529,1.6334,13.4488,1.5955,103.833,2.003619999999999
