code_name,smiles,YSI,HOMO-LUMO gap,HOMO,LUMO,IP,EA,Dipole module,Total charge,Global SASA,G solv. in H2O,G of H-bonds H2O,Fermi-level,Total polariz. alpha,Total FOD,Hardness,Softness,Electronegativity,Electrophil. idx,Nucleophilicity idx,Second IP,Second EA,S0-T1 gap,MolLogP
200,COc1ccc(C)cc1,123.0,10.6704,-8.8299,1.8405,7.9343,-2.0505,1.3837000000000002,0,306.4013,-2.1811,-0.6486000000000001,-7.9698,95.8637,0.0446,9.9848,0.1002,2.9419,0.4334,1.6882,13.1591,1.5825,100.968,2.003619999999999
201,Cc1cccc(CO)c1,243.0,11.318,-9.5797,1.7382,8.4697,-1.8352,1.6792,0,305.9325,-5.7804,-3.6476,-8.3212,95.6156,0.038,10.3049,0.097,3.3172,0.534,1.4839,13.5756,1.8704,107.3552,1.48732
202,Cc1ccc(O)c(C)c1,144.0,10.8476,-8.906600000000001,1.941,7.9561,-2.0754,1.485,0,302.1628,-5.295,-3.2914,-7.9106,95.3842,0.0435,10.0315,0.0997,2.9403,0.4309,1.6898,13.2747,1.6395,101.4282,2.009039999999999
203,CC(C)CCCC1CCC2CCCC2C1,155.4,14.4958,-10.9157,3.5801,7.9421,-7.8486,0.1198,0,467.9999,-0.7793,-0.4285,-4.9442,169.6978,0.0,15.7907,0.0633,0.0467,0.0002,4.9506,11.4988,-2.0382,273.3506,5.029100000000005
204,CCC1CCC(CCCC(C)C)CC1,130.7,14.6868,-11.0057,3.6811,7.9669,-8.0844,0.1096,0,467.5858,-0.8055,-0.4573,-4.8449,163.2178,0.0,16.0513,0.0623,-0.0587,0.0002,5.134,11.5554,-2.2795,278.8287,5.029100000000005
205,CC(C)CCCC1CCC(C)C(C)C1,157.9,14.5118,-10.8645,3.6473,7.9937,-8.1745,0.1018,0,457.8825,-0.792,-0.4621,-4.8311,163.1682,0.0,16.1682,0.0619,-0.0904,0.0004,5.1791,11.6812,-2.4358,279.4894,4.885000000000005
206,CC1CCC(C)C(C)C1,82.8,14.8007,-10.8225,3.9783,8.4872,-8.8779,0.0438,0,324.5603,-0.37,-0.3248,-4.6467,104.8998,0.0,17.3651,0.0576,-0.1954,0.0011,5.0524,13.1195,-3.8662,290.9007,3.078600000000001
207,CCCCC1CCCCC1,76.8,14.7722,-11.0726,3.6996,8.3081,-8.6931,0.0649,0,364.1834,-0.4506,-0.3252,-4.7543,116.6618,0.0,17.0013,0.0588,-0.1925,0.0012,5.1644,12.489,-3.4849,287.9537,3.756900000000002
208,CC(C)C1CCCCC1,74.7,14.5327,-11.0246,3.5081,8.4362,-8.9014,0.0545,0,324.6841,-0.3469,-0.2966,-4.698,104.9652,0.0,17.3376,0.0576,-0.2326,0.0016,5.1525,13.0299,-3.9963,289.0154,3.222700000000002
209,CCCC1CCCCC1,69.2,14.7663,-11.0724,3.6939,8.4171,-8.9055,0.0841,0,334.5486,-0.3582,-0.2964,-4.6897,105.0015,0.0,17.3226,0.0577,-0.2442,0.0018,5.1876,12.8509,-3.8724,291.2524,3.3668000000000022
210,CC1(C)CCCCC1,67.9,14.2797,-10.8552,3.4245,8.6036,-9.2468,0.1041,0,295.8205,-0.2447,-0.2697,-4.537,93.2827,0.0,17.8504,0.056,-0.3216,0.0029,5.2048,13.4731,-4.4431,297.6427,2.976700000000002
211,CC1CCCC(C)C1,67.6,14.9104,-10.9764,3.9341,8.6331,-9.0721,0.0646,0,305.0759,-0.2873,-0.2929,-4.62,93.2803,0.0,17.7052,0.0565,-0.2195,0.0014,5.0031,13.4239,-4.1536,295.9811,2.832600000000001
212,CC1CCC(C)CC1,67.6,14.9865,-10.9482,4.0383,8.6074,-9.0473,0.0015,0,305.3587,-0.2884,-0.2934,-4.6017,93.2773,0.0,17.6547,0.0566,-0.22,0.0014,5.0197,13.3853,-4.1284,295.0742,2.832600000000001
213,C[C@H]1CCCC[C@H]1C,65.2,14.3045,-10.9215,3.383,8.5602,-9.2778,0.073,0,296.8805,-0.2608,-0.2651,-4.4829,93.3262,0.0,17.838,0.0561,-0.3588,0.0036,5.3039,13.4053,-4.4005,298.5152,2.832600000000001
214,CCC1CCCCC1,60.7,14.7491,-11.0597,3.6894,8.5642,-9.1695,0.0473,0,305.5075,-0.2709,-0.2675,-4.6017,93.3436,0.0,17.7338,0.0564,-0.3026,0.0026,5.197,13.2821,-4.3152,296.3553,2.976700000000002
215,CCC1CCCC1,58.6,15.078,-11.302,3.776,8.8002,-9.1153,0.044,0,286.508,-0.2415,-0.2619,-4.8298000000000005,81.6164,0.0,17.9155,0.0558,-0.1575,0.0007,4.7975,13.5717,-4.5279,296.4091,2.5866
216,C1CCCCCCC1,57.7,14.5322,-11.267,3.2652,8.3802,-8.9128,0.0248,0,294.5652,-0.2197,-0.2273,-4.624,93.4096,0.0,17.2931,0.0578,-0.2663,0.0023,5.2586,13.1105,-4.0308,289.5155,3.120800000000002
217,CC1CCCCC1,53.6,14.8943,-11.0681,3.8261,8.7505,-9.4333,0.0465,0,280.2382,-0.1903,-0.2461,-4.4912,81.6737,0.0,18.1838,0.055,-0.3414,0.0032,5.1438,13.775,-4.6563,303.368,2.5866
218,CC1CCCC1,50.3,15.2386,-11.4155,3.8231,8.9856,-9.3956,0.0416,0,260.6605,-0.1616,-0.2404,-4.766,69.9487,0.0,18.3812,0.0544,-0.205,0.0012,4.7687,14.1277,-5.0109,300.2937,2.1965
219,C1CCCCCC1,50.0,14.7672,-11.4337,3.3335,8.7473,-9.3556,0.0062,0,275.3475,-0.16,-0.2144,-4.5676,81.7491,0.0,18.1029,0.0552,-0.3042,0.0026,5.0789,13.6942,-4.6296,303.2402,2.730700000000001
220,C1CCCCC1,42.7,14.8398,-11.151,3.6888,8.9243,-9.8994,0.0,0,255.4303,-0.0923,-0.2002,-4.3041,70.0661,0.0,18.8237,0.0531,-0.4875,0.0063,5.289,14.2189,-5.2289,315.3246,2.3406
221,C1CCCC1,39.4,15.4819,-11.5829,3.899,9.1594,-9.7916,0.0078,0,235.5204,-0.0674,-0.198,-4.6813,58.324,0.0,18.951,0.0528,-0.3161,0.0026,4.8466000000000005,14.6297,-5.5012,306.6145,1.9505
222,CC1=CCCC1,96.5,12.0521,-9.0486,3.0035,8.1563,-3.4793,0.4211,0,257.9509,-0.475,-0.3256,-7.5238,69.0929,0.0121,11.6356,0.0859,2.3385,0.235,2.1129,13.7146,-0.9374,117.6608,2.1166
223,C1=CCCC1,70.2,12.3286,-9.4244,2.9042,8.539,-3.5054,0.1431,0,228.1309,-0.2919,-0.2344,-7.7648,57.5343,0.0114,12.0444,0.083,2.5168,0.263,1.9708,14.4736,-1.4223,119.5396,1.7265
224,C1=CCCCC1,45.6,12.2517,-9.5095,2.7422,8.6092,-3.509,0.2088,0,250.1307,-0.3271,-0.2392,-7.7429,69.266,0.0107,12.1182,0.0825,2.5501,0.2683,1.9462,14.1954,-1.2469,121.9397,2.1166
225,CC1=CCCCC1,62.0,11.9786,-9.1374,2.8412,8.2369,-3.4717,0.3794,0,277.2908,-0.4718,-0.3198,-7.5147,80.8134,0.0114,11.7086,0.0854,2.3826,0.2424,2.0765,13.623,-0.7941,119.4957,2.5067
226,CC(C)(C)C1=CCCCC1,161.0,12.0022,-9.3151,2.6871,8.011,-3.3453,0.2815,0,340.1008,-0.5749000000000001,-0.3692,-7.4899,115.752,0.0126,11.3563,0.0881,2.3328,0.2396,2.1228,12.843,-0.3582,118.556,3.532900000000002
227,C1=C(c2ccccc2)CCCC1,468.0,10.1378,-9.0239,1.1138,7.7406,-1.2023,0.3854,0,361.4779,-1.0982,-0.3346,-8.1763,131.8375,0.0734,8.9428,0.1119,3.2691,0.5976,1.4756,12.4674,3.2116,88.745,3.644000000000003
228,C1=C\CCCCCC/1,78.0,12.0301,-9.6217,2.4084,8.3722,-3.2781,0.3773,0,289.3043,-0.3837,-0.2434,-7.8107,92.6342,0.0129,11.6503,0.0858,2.547,0.2784,1.9543,13.3909,-0.6766,119.6493,2.896800000000001
229,CC1C=CCCC1,85.0,12.1214,-9.5655,2.556,8.5119,-3.4315,0.2071,0,275.1454,-0.3891,-0.271,-7.757,80.9089,0.0113,11.9434,0.0837,2.5402,0.2701,1.9556,13.806,-1.0002,121.6899,2.3626
230,CC1CC=CCC1,61.0,12.2701,-9.5466,2.7235,8.5142,-3.4908,0.1846,0,274.3819,-0.4113,-0.2793,-7.7296,80.8749,0.011,12.005,0.0833,2.5117000000000003,0.2628,1.9749,13.7991,-1.1653,121.8814,2.3626
231,C1=CCCCCC1,79.0,11.9263,-9.5129,2.4134,8.483,-3.3214,0.2875,0,269.8019,-0.3545,-0.2369,-7.8102,80.9624,0.0125,11.8044,0.0847,2.5808,0.2822,1.9289,13.9407,-0.8516,119.3204,2.5067
232,CN1CCCCC1,27.9,12.4179,-8.6659,3.7521,7.8681,-8.9797,1.0638,0,274.2679,-0.9638,-0.2932,-4.061,79.6856,0.0,16.8478,0.0594,-0.5557,0.0097,6.3319,13.5544,-4.7051,251.7841,1.1021
233,O=C1CCCC1,22.0,11.5157,-10.0211,1.4946000000000002,9.2183,-2.2256,3.2044,0,243.6885,-4.1923,-1.2317,-8.6957,59.5802,0.0391,11.4439,0.0874,3.4963,0.5341,1.4158,15.1654,-0.6143000000000001,101.1393,1.1295
234,C1CCOCC1,26.5,14.0975,-10.0433,4.0542,8.8669,-9.1413,1.579,0,245.5594,-1.6107,-0.4776,-4.6933,63.301,0.0,18.0082,0.0555,-0.1372,0.0005,4.7261,14.6651,-5.0706,276.4517,1.1869
235,COC1CCCCO1,22.1,14.3393,-10.4479,3.8914,8.7534,-8.4638,0.408,0,286.4112,-3.3662,-0.7895000000000001,-5.0378,79.8969,0.0,17.2172,0.0581,0.1449,0.0006,4.3492,13.92,-4.1454,272.8247,1.1594
236,CCC1CO1,18.8,15.0918,-10.6012,4.4906,9.6574,-6.374,1.7822,0,234.5836,-2.4022,-0.6747000000000001,-6.7536000000000005,51.4628,0.0001,16.0314,0.0624,1.6417000000000002,0.0841,2.5114,15.5228,-3.7754,216.3374,0.7952
237,C1COCO1,10.3,14.9958,-10.1842,4.8116,9.4362,-8.1363,1.2463,0,213.2784,-2.4392,-0.8144,-5.5512,44.8812,0.0,17.5725,0.0569,0.6499,0.012,3.4547,15.8154,-5.1089,257.1313,-0.009299999999999
238,CCCCCCCC1CCC(=O)O1,58.2,13.3829,-10.5421,2.8408,8.4609,-2.7672,4.8475,0,436.5929,-7.2901,-1.6148,-8.7036,134.4668,0.0192,11.2281,0.0891,2.8469,0.3609,1.7563,12.2347,-0.1127,128.5664,3.052500000000002
239,CCCCCCCCCC(=O)OCC,58.0,13.548,-10.8015,2.7465,8.236,-2.7511,2.0444,0,490.1067,-5.5214,-1.4367,-8.6268,151.2805,0.0225,10.987,0.091,2.7424,0.3424,1.8233,11.7183,-0.0452,127.0265,3.690200000000002
240,CCCCCCCCCC(=O)OCCCC,82.6,13.3374,-10.7623,2.575,8.0846,-2.7005,1.9726,0,528.2091,-5.4821,-1.3073,-8.6077,174.6266,0.0242,10.7851,0.0927,2.6921,0.336,1.8575,11.3757,-0.1092,127.0119,4.470400000000004
241,CCCCOC(C)C(=O)OC,26.3,12.6089,-10.101,2.5079,8.3864,-2.4314,2.3793,0,375.6285,-6.5669,-1.5624,-8.5392,109.7907,0.0336,10.8177,0.0924,2.9775,0.4098,1.6756,12.9538,-0.5479,115.0526,1.3646
242,CCCCCCOC(C)C(=O)OC,41.6,12.6057,-10.1084,2.4972,8.1776,-2.4132,1.8488,0,430.4927,-6.5392,-1.5878,-8.5659,133.1414,0.0364,10.5907,0.0944,2.8822,0.3923,1.732,12.2803,-0.2382,115.291,2.1448
243,CC(C)COC(=O)C(C)OCC(C)C,68.1,12.5883,-10.1123,2.476,8.267900000000001,-2.477,2.3086,0,440.094,-6.5365,-1.4051,-8.4415,144.6141,0.0312,10.7449,0.0931,2.8954,0.3902,1.7246,12.3296,-0.3609,116.2986,2.2467
244,CC(C)CCOC(=O)C(C)OCCC(C)C,74.5,12.587,-10.1374,2.4497,8.1151,-2.4266,1.7443,0,484.5048,-6.3633,-1.445,-8.459,167.8762,0.034,10.5417,0.0949,2.8442,0.3837,1.7556,11.8851,-0.2211,114.8582,3.026900000000001
245,CCCCCCCCOC(C)C(=O)OCC,51.7,12.6314,-10.1481,2.4832,8.0065,-2.3874,1.2444,0,480.2114,-6.5039,-1.4757,-8.5055,168.0093,0.0371,10.3939,0.0962,2.8096,0.3798,1.7774,11.7947,-0.0438,114.4897,3.315100000000002
246,COC(=O)C(C)OCC1CC1,43.5,12.6542,-10.1442,2.51,8.5839,-2.3835,1.5103,0,352.7822,-6.3824,-1.5887,-8.5713,104.5185,0.0323,10.9674,0.0912,3.1002,0.4382,1.6069,13.5069,0.6139,115.2172,0.974499999999999
247,CCOC(=O)CC(OCC)OCC,27.4,13.106,-10.4545,2.6515,8.5078,-2.5468,1.2235,0,420.3945,-8.4151,-2.0198,-8.5935,126.3284,0.0253,11.0547,0.0905,2.9805,0.4019,1.6754,12.6355,-0.2779,127.0982,1.3387
248,CC(C)CCOCCCC(=O)OCCC(C)C,81.7,12.9096,-10.1888,2.7208,8.0316,-2.8188,2.1724,0,515.9092,-7.1469,-1.4886,-8.3267,179.5759,0.0252,10.8505,0.0922,2.6064,0.3134,1.9178,11.5799,-0.3107,127.1375,3.418600000000002
249,CC(C)CCOCC(=O)OCCC(C)C,70.6,12.6846,-10.2084,2.4762,8.1437,-2.4653,1.97,0,480.8304,-6.1729,-1.4958,-8.531,156.2922,0.0343,10.6089,0.0943,2.8392,0.38,1.7594,11.8267,-0.378,117.8147,2.6384
250,CCOC(=O)C(C)(OCC)OCC,27.524,12.6503,-10.2307,2.4196,8.3638,-2.3425,2.1107,0,408.9182,-8.881,-1.7782,-8.5339,126.2003,0.0349,10.7063,0.0934,3.0106,0.4233,1.6551,12.6817,-0.0912,114.0392,1.338699999999999
251,CC(C)CCOC(=O)C(OCCC(C)C)OCCC(C)C,106.952,12.3178,-10.1514,2.1664,7.9242,-2.1466,2.2228,0,586.1767,-8.2569,-1.5095,-8.6255,219.7027,0.0484,10.0708,0.0993,2.8888,0.4144,1.7231,11.2261,0.3591,112.3263,4.027200000000003
252,CCCCCCCCCCCC(=O)OC,80.9,13.4935,-10.8131,2.6804,8.1014,-2.7487,1.9275,0,519.6006,-5.6037,-1.5688,-8.6813,163.0392,0.0259,10.8501,0.0922,2.6764,0.3301,1.8682,11.4944,,127.9123,4.080300000000003
253,CCCCCCCCCCCCCC(=O)OC,96.1,13.4718,-10.8079,2.6639,7.9712,-2.705,2.0822,0,574.6953,-5.7451,-1.5977,-8.6718,186.3647,0.0283,10.6762,0.0937,2.6331,0.3248,1.899,11.1706,0.4412,126.6547,4.860500000000004
254,CCCCCCOCCCCCC,72.5,13.9636,-10.0925,3.8711,7.9629,-7.7719,1.2286,0,488.9517,-2.4309,-0.6369,-5.0387,150.139,0.0,15.7347,0.0636,0.0955,0.0006,4.8506,11.4128,-2.012,260.4168,4.163600000000003
255,CCCCCCCC/C=C/CCCCCCCC(=O)OC,136.8,12.0556,-9.8116,2.244,7.5927,-1.5104000000000002,1.8545,0,580.6574,-5.7493,-1.3381,-8.3052,232.2562,0.0456,9.1031,0.1098,3.0412,0.508,1.6101,10.8914,3.2561,116.892,6.196900000000006
256,CCCCC/C=C/C/C=C/CCCCCCCC(=O)OC,150.6,11.6535,-9.7927,1.8608,7.4594,-1.0795,1.9722,0,676.6599,-6.4423,-1.7666,-8.2653,231.4783,0.0512,8.5389,0.1171,3.1899,0.5959,1.5059,10.5123,4.5449,112.3217,5.972900000000005
257,CC(C)COCC(C)C,61.2,13.8299,-10.0695,3.7604,8.4358,-8.2137,1.2591,0,352.8839,-2.1345,-0.5593,-4.9517,103.4079,0.0,16.6494,0.0601,0.1111,0.0006,4.5642,12.9608,-3.5975,260.0532,2.315
258,CCCCOCOCCCC,47.7,14.5823,-10.5862,3.9961,8.3306,-8.14,0.4167,0,410.011,-3.4695,-0.7333000000000001,-5.1547,120.1637,0.0,16.4707,0.0607,0.0953,0.0005,4.6433,12.1923,-2.9375,271.5518,2.577300000000001
259,CCCCCOCCCCC,49.8,13.9264,-10.1375,3.7889,8.1386,-8.0047,1.327,0,423.0134,-2.2241,-0.5997,-4.9907,126.785,0.0,16.1433,0.062,0.0669,0.0013,4.811,11.9651,-2.6757,260.8874,3.383400000000002
260,CCOCCOCCO,15.1,14.0262,-10.1294,3.8968,8.4448,-7.5276,2.9516,0,339.9768,-7.1277,-3.646,-5.3388,89.7601,0.0,15.9724,0.0626,0.4586,0.0073,4.0363,13.1335,-2.738,253.5192,0.031799999999999
261,CCCCCCOC(=O)CCCCC,66.7,13.4366,-10.785,2.6516,8.2545,-2.7043,1.988,0,485.0591,-5.2814,-1.3005,-8.6157,151.2799,0.0217,10.9588,0.0913,2.7751,0.3515,1.8018,11.7263,-0.3559,126.4143,3.690200000000002
262,CCCCCCCCCC(=O)OC,50.4,13.6037,-10.842,2.7617000000000003,8.3005,-2.7433,1.9914,0,459.9143,-5.4368,-1.5117,-8.6903,139.7132,0.0234,11.0438,0.0905,2.7786,0.3496,1.7997,11.9733,-0.1447,127.557,3.3001000000000023
263,CCCCOC(CCC)CCC,60.3,13.8256,-10.1813,3.6443,8.0709,-7.9429,1.2064,0,438.2698,-2.2979,-0.605,-4.988,138.3945,0.0,16.0138,0.0625,0.064,0.0004,4.8425,12.0022,-2.8881,253.8985,3.771900000000003
264,CCCCCC(CCCCC)OCC,68.5,13.9369,-10.1647,3.7723,7.8651,-7.7332,1.2331,0,504.7615,-2.5719000000000003,-0.7163,-4.9862,161.7137,0.0,15.5983,0.0641,0.066,0.0003,4.9615,11.42,-2.0372,254.0983,4.552100000000004
265,CCCCCCOC(CCC)CCC,73.3,13.8124,-10.1933,3.6191,7.9056,-7.5804,1.2471,0,497.5649,-2.4427,-0.6638000000000001,-5.0541,161.714,0.0,15.486,0.0646,0.1626,0.001,4.7595,11.5151,-2.0981,250.397,4.552100000000005
266,CCCCCCCCCCC(=O)OC,58.5,13.4139,-10.8014,2.6124,8.2125,-2.7094,2.0202,0,489.7951,-5.565,-1.5346000000000002,-8.7005,151.3878,0.0249,10.9219,0.0915,2.7515,0.3467,1.8172,11.7277,0.1131,126.796,3.690200000000002
267,c1ccoc1,24.4,12.3991,-9.3548,3.0443,9.6799,-2.8146,0.4732,0,205.1508,-0.2891,-0.3684,-8.1971,49.9857,0.014,12.4945,0.08,3.4326,0.4715,1.4534,17.481,-0.4688,115.6783,1.279599999999999
268,CCOCc1ccco1,43.9,11.8748,-9.3144,2.5604,8.5735,-2.4445,1.2642,0,307.1276,-2.0826,-0.804,-8.1896,89.8193,0.0208,11.018,0.0908,3.0645,0.4263,1.6274000000000002,13.7922,0.5705,110.751,1.8161
269,OCC1CCCO1,16.9,14.2681,-10.1284,4.1397,8.8827,-7.8181,2.5497,0,263.9366,-5.4497,-3.1501,-5.392,67.8018,0.0,16.7008,0.0599,0.5323,0.0085,3.768,14.4411,-3.9137,251.6941,0.157699999999999
270,CC(C)(C)c1ccco1,107.5,12.0683,-9.1177,2.9506,8.4444,-2.7736,0.4547,0,306.3114,-1.1078,-0.493,-7.8368,96.3815,0.0177,11.218,0.0891,2.8354,0.3583,1.7634,13.8775,0.2644,111.2929,2.5771
271,Cc1ccco1,41.5,12.1126,-9.0042,3.1084,8.7947,-2.8306,0.5508000000000001,0,237.6609,-0.9126,-0.562,-7.8946,61.4615,0.017,11.6253,0.086,2.9821,0.3825,1.6764,15.2565,-0.0891,111.3977,1.5880200000000002
272,CCc1ccco1,46.9,11.9457,-9.0715,2.8742,8.7249,-2.7632,0.509,0,266.7809,-0.8456,-0.485,-7.9058,73.1494,0.0173,11.4881,0.087,2.9809,0.3867,1.6768,14.6975,0.136,111.2329,1.842
273,CCCc1ccco1,53.8,11.9344,-9.0905,2.8439,8.4977,-2.7442,0.5157,0,292.3344,-0.9043,-0.4795,-7.8887,84.8127,0.0179,11.2419,0.089,2.8767,0.3681,1.7378,13.9063,0.2249,110.8618,2.2321
274,CCCCc1ccco1,58.6,11.9321,-9.109,2.823,8.314,-2.7364,0.502,0,319.3444,-0.9811,-0.4924,-7.8787,96.4749,0.0184,11.0504,0.0905,2.7888,0.3519,1.793,13.3188,0.2771,110.7108,2.622200000000001
275,Cc1ccoc1C,54.6,11.8908,-8.8412,3.0496,8.3608,-2.811,0.8391000000000001,0,264.1708,-1.1463,-0.6091,-7.7408,73.0014,0.0197,11.1718,0.0895,2.7749,0.3446,1.8018,14.2715,0.1497,108.9111,1.89644
276,Cc1ccc(C)o1,55.1,11.8185,-8.6575,3.161,8.1819,-2.8472,0.0973,0,270.331,-1.4415,-0.7419,-7.6323,72.9541,0.0198,11.0291,0.0907,2.6674,0.3226,1.874,13.9518,0.2339,107.9582,1.89644
277,C1=COCC1,24.942,12.267,-8.8875,3.3795,8.4627,-3.6248,1.1569,0,216.14,-1.2903,-0.5097,-7.593,50.6697,0.0157,12.0875,0.0827,2.4189,0.242,2.0416,14.92,-1.8010000000000002,114.6621,0.9204
278,C1=CCOC1,25.115,11.9566,-9.4379,2.5187,8.5916,-2.9483,1.792,0,216.94,-1.8447,-0.5625,-8.0783,50.7902,0.0222,11.5399,0.0867,2.8216,0.345,1.7718,14.8449,-0.9938,114.1618,0.5728
279,CC1CCCO1,30.559,14.2921,-10.0965,4.1955,8.8774,-8.4105,1.7999,0,251.0363,-1.9952,-0.5481,-5.0173,63.1081,0.0,17.2879,0.0579,0.2335,0.0016,4.1654,14.6682,-4.7071000000000005,258.7236,1.1853
280,CC1CCC(C)O1,43.4,14.2092,-10.1066,4.1026,8.6807,-8.1298,1.7589,0,277.3098,-2.1347,-0.5946,-5.0453,74.6885,0.0,16.8104,0.0595,0.2755,0.0023,4.1918,14.2244,-4.1411,252.9147,1.573799999999999
281,O=Cc1ccco1,28.3,9.9955,-9.8223,0.1732,9.6304,-0.0352,4.0321,0,244.0575,-3.9353,-1.1064,-9.608,63.3955,0.1371,9.6656,0.1035,4.7976,1.1906,0.9286,16.0067,3.1879,75.581,1.092099999999999
282,OCc1ccco1,38.064,11.8807,-9.2919,2.5888,9.0569,-2.389,1.7088,0,253.6758,-5.2636,-3.8037,-8.3126,66.2175,0.0188,11.4459,0.0873,3.3339,0.4858,1.4917,15.1499,0.4419,110.8597,0.7719
283,Cc1ccc(C=O)o1,44.116,9.7397,-9.457,0.2827,9.0615,-0.1393,4.8759,0,276.6395,-5.6002,-1.3857,-9.3928,74.8226,0.147,9.2009,0.1087,4.4611,1.0815,1.0063,14.6961,3.3073,74.1382,1.40052
284,CCC(C)CCCC(C)CCCC(C)C,109.8,14.6808,-11.2367,3.4441,7.9366,-7.8832,0.1451,0,521.698,-1.0186,-0.54,-4.987,179.9949,0.0,15.8198,0.0633,0.0267,0.0003,4.9919,11.3072,-1.9397,277.3559,5.665200000000006
285,CC(CC(C)(C)C)CC(C)(C)C,99.3,13.9323,-11.0842,2.8482000000000003,8.2386,-8.1271,0.1596,0,398.7541,-0.6079,-0.4283,-5.0077,144.8606,0.0,16.3657,0.0611,0.0557,0.0001,4.7582,12.3851,-2.9524,273.4845,4.494900000000004
286,CC(C)CC(C)(C)C,61.7,14.5003,-11.2364,3.2639,8.7059,-8.9274,0.1022,0,317.4017,-0.3638,-0.3467,-4.8469,98.317,0.0,17.6333,0.0567,-0.1108,0.0003,4.7738,13.4296,-4.2593,290.776,3.078600000000001
287,CC(C)C(C)C(C)C,60.9,14.3441,-11.1539,3.1902,8.618,-8.9516,0.0685,0,313.7342,-0.3769,-0.3344,-4.7972,98.3712,0.0,17.5696,0.0569,-0.1668,0.0008,4.9211,13.338,-4.3297,289.0046,2.934500000000001
288,CCCCC(C)C(C)C,60.2,14.64,-11.1847,3.4553000000000003,8.4845,-8.7711,0.0536,0,355.8373,-0.4925,-0.3687,-4.8231,110.0697,0.0,17.2556,0.0579,-0.1433,0.0007,4.9613,12.7756,-3.8271,289.422,3.4687000000000032
289,CCC(C)CC(C)C,56.1,14.7691,-11.2983,3.4709,8.6499,-9.0084,0.0817,0,327.127,-0.3989,-0.3436,-4.7875,98.3973,0.0,17.6583,0.0566,-0.1793,0.001,4.9236,13.206,-4.242,293.8563,3.078600000000001
290,CC(C)CCC(C)C,56.1,14.849,-11.2576,3.5914,8.6829,-9.0042,0.0244,0,332.5523,-0.4168,-0.354,-4.8012,98.3931,0.0,17.6871,0.0565,-0.1606,0.001,4.8757,13.1811,-4.1837,295.1083,3.078600000000001
291,CC(C)C(C)(C)C,55.3,14.2307,-10.9787,3.252,8.875,-9.3069,0.0505,0,286.681,-0.2874,-0.3159,-4.722,86.6758,0.0,18.1819,0.055,-0.216,0.0013,4.8499,13.8765,-4.8717,297.5479,2.688500000000001
292,CCC(C)C(C)CC,55.2,14.5886,-11.2267,3.3618,8.6051,-9.0315,0.0456,0,321.0601,-0.3894,-0.3317,-4.7515,98.413,0.0,17.6365,0.0567,-0.2132,0.0017,5.0142,13.2077,-4.3326,292.0485,3.078600000000001
293,CCCCC(C)(C)C,52.8,14.707,-11.2284,3.4787,8.7064,-8.9179,0.0683,0,329.5023,-0.4004,-0.3544,-4.8562,98.362,0.0,17.6243,0.0567,-0.1058,0.0004,4.767,13.2452,-4.1816,292.7678,3.222700000000002
294,CCCCCCCCC,50.1,15.2888,-11.1963,4.0925,8.4395,-8.452,0.0365,0,382.0877,-0.5414,-0.3811,-4.9679,110.133,0.0,16.8915,0.0592,-0.0063,0.0005,4.7576,12.3572,-3.1821,288.6479,3.756900000000002
295,CC(C)CC(C)C,49.6,14.9417,-11.3951,3.5467,8.83,-9.2307,0.0932,0,302.5452,-0.32,-0.3248,-4.7584,86.7283,0.0,18.0607,0.0553,-0.2004,0.0011,4.8508,13.6295,-4.6246,298.6343,2.688500000000001
296,CCC(C)C(C)C,49.4,14.6267,-11.2033,3.4234,8.7921,-9.2943,0.0525,0,296.4947,-0.312,-0.3115,-4.7116,86.7471,0.0,18.0864,0.0553,-0.2511,0.0019,4.9614,13.6393,-4.8095,297.839,2.688500000000001
297,CCCCCC(C)C,49.4,15.0818,-11.2807,3.801,8.6227,-8.9258,0.0663,0,341.0184,-0.4326,-0.352,-4.8288,98.4337,0.0,17.5485,0.057,-0.1515,0.001,4.8965,12.9581,-4.0143,294.9427,3.222700000000002
298,CCCCC(C)CC,48.7,14.9485,-11.2722,3.6763,8.6266,-8.8756,0.0412,0,337.4531,-0.4232,-0.3452,-4.8412,98.4403,0.0,17.5022,0.0572,-0.1245,0.0007,4.8453,13.0008,-3.999,293.3841,3.222700000000002
299,CCCC(C)CCC,48.1,14.9551,-11.2981,3.657,8.6025,-8.8823,0.0879,0,336.3963,-0.42,-0.345,-4.827,98.4364,0.0,17.4847,0.0572,-0.1399,0.0009,4.8867,12.9929,-4.0375,292.8121,3.222700000000002
300,CCC(C)(C)CC,47.7,14.394,-11.1457,3.2483,8.8363,-9.3012,0.0723,0,291.5946,-0.2914,-0.3083,-4.7008,86.72,0.0,18.1375,0.0552,-0.2324,0.0016,4.9025,13.733,-4.8205,299.0647,2.832600000000001
301,CCCC(C)(C)C,47.4,14.8081,-11.3057,3.5024,8.8773,-9.205,0.0925,0,300.3585,-0.3097,-0.3276,-4.7959,86.6973,0.0,18.0823,0.0553,-0.1639,0.0008,4.7636,13.7169,-4.6981,298.1538,2.832600000000001
302,CC(C)C(C)C,44.0,14.6817,-11.123,3.5588,9.0165,-9.6225,0.0152,0,272.1936,-0.2344,-0.2925,-4.6295,75.0785,0.0,18.6391,0.0536,-0.303,0.0025,4.9099,14.1481,-5.2909,305.3024,2.2984
