y,ignore,names,csv_name
YSI,"['code_name', 'smiles']",code_name,/home/xb/wqd2023/ML_NSFC_2024/Fuel_ROBERT_QCDescriptors/CURATE/AQME-ROBERT_interpret_YSI_CURATE.csv
