train,split,model,type,seed,y,names,error_type,X_descriptors,n_estimators,max_depth,max_features,min_samples_split,min_samples_leaf,min_weight_fraction_leaf,ccp_alpha,learning_rate,subsample,validation_fraction,rmse
90,KN,GB,reg,0,YSI,Name,rmse,"['AATS4e', 'AATS6e', 'AATS5p', 'AATS8p', 'AATS4i', 'AATS3s', 'ATSC4c', 'ATSC6c', 'ATSC5i', 'ATSC7i', 'ATSC8i', 'ATSC1s', 'AATSC4e', 'AATSC0s', 'AATSC3s', 'AATSC4s', 'MATS1c', 'MATS1s', 'MATS2s', 'GATS8c', 'GATS2i', 'GATS3i', 'VR3_Dzp', 'VE2_Dzs', 'BCUTw-1h', 'BCUTc-1l', 'SpMax1_Bhm', 'SpMin6_Bhm', 'SpMin7_Bhm', 'SpMin8_Bhm', 'SpMin7_Bhp', 'SpMin4_Bhi', 'SpMin6_Bhi', 'SpMax2_Bhs', 'SpMax3_Bhs', 'SpMin1_Bhs', 'SpMin5_Bhs', 'SpMin8_Bhs', 'C3SP2', 'ASP-3', 'ASP-4', 'ASP-5', 'ASP-6', 'ASP-7', 'VR3_Dt', 'SaasC', 'maxHBa', 'maxwHBa', 'ETA_BetaP_s', 'BIC2', 'MIC0', 'MDEC-13', 'MLFER_S', 'TPC', 'piPC7', 'R_TpiPCTPC', 'LipinskiFailures']",60,5,0.5,2,1,0,0,0.05,1.0,0.3,19.166063855277155
