model,type,kfold,repeat_kfolds,seed,error_type,y,names,X_descriptors,params,combined_rmse
NN,reg,5,10,0,rmse,YSI,Name,"['SaaaC', 'BertzCT', 'ATSC6p', 'SaasC', 'EState_VSA8', 'ATSC4dv', 'GGI8', 'MPC8', 'ATSC5i', 'AATS5d', 'ZMIC5', 'ETA_dBeta', 'VSA_EState4', 'BIC2', 'SRW09', 'GATS4s', 'AATS5i', 'GATS5c', 'AATS3i', 'BCUTdv-1l', 'GGI4', 'PEOE_VSA10', 'ATSC6d', 'GGI2', 'ATSC6c', 'RotRatio', 'ATSC7dv', 'Xpc-6d', 'BCUTd-1l', 'JGI4', 'GGI6', 'ATSC3dv', 'GATS6d', 'SMR_VSA9', 'SlogP_VSA4', 'MIC5', 'VSA_EState5', 'Xpc-5dv', 'MATS2dv', 'MATS1dv', 'ATSC5d', 'Xc-5d', 'JGI5', 'JGI8', 'MWC01', 'Kier3', 'ATSC1p', 'ATSC7i', 'ATSC8dv', 'GATS3dv', 'GATS1d', 'BCUTc-1l', 'IC1', 'GGI7', 'EState_VSA1', 'nFaHRing', 'GATS1c', 'PEOE_VSA9', 'ATSC2d', 'GGI3', 'NdsCH', 'MATS3v', 'Lipinski', 'EState_VSA2', 'EState_VSA3', 'JGI2', 'MATS4d', 'C2SP1', 'Xc-6d', 'EState_VSA7', 'GhoseFilter', 'MINssCH2', 'BCUTv-1l', 'SlogP_VSA1']","{'hidden_layer_1': 7, 'hidden_layer_2': 4, 'max_iter': 468, 'alpha': 0.09672964844509264, 'tol': 4.450973669431999e-05, 'random_state': 0, 'solver': 'lbfgs'}",179.12199229987462
