Name,YSI,HOMO,IP,Dipole module,G of H-bonds H2O,Total FOD,ALogP,AATS0m,AATS4e,AATS5e,AATS6e,AATS5p,AATS8p,AATS4i,AATS7i,AATS3s,AATS5s,ATSC4c,ATSC5c,ATSC6c,ATSC1m,ATSC1v,ATSC3e,ATSC4p,ATSC6p,ATSC3i,ATSC5i,ATSC7i,ATSC8i,ATSC1s,ATSC2s,ATSC3s,ATSC4s,ATSC5s,ATSC7s,AATSC3c,AATSC4c,AATSC6c,AATSC1e,AATSC3e,AATSC4e,AATSC0i,AATSC7i,AATSC0s,AATSC3s,AATSC4s,AATSC5s,AATSC7s,AATSC8s,MATS1c,MATS2c,MATS4c,MATS5c,MATS6c,MATS3v,MATS1e,MATS7e,MATS8e,MATS1p,MATS6p,MATS8i,MATS1s,MATS2s,MATS3s,MATS5s,GATS1c,GATS2c,GATS3c,GATS4c,GATS5c,GATS6c,GATS7c,GATS8c,GATS2m,GATS3m,GATS4m,GATS5m,GATS6m,GATS1e,GATS2i,GATS3i,GATS4i,GATS5i,GATS7i,VE2_DzZ,VE3_DzZ,VE2_Dzp,VR1_Dzp,VR3_Dzp,VE2_Dzs,VE3_Dzs,VR2_Dzs,BCUTw-1h,BCUTc-1l,BCUTc-1h,BCUTp-1l,nBondsD,SpMax1_Bhm,SpMin6_Bhm,SpMin7_Bhm,SpMin8_Bhm,SpMin7_Bhp,SpMin4_Bhi,SpMin6_Bhi,SpMin7_Bhi,SpMax2_Bhs,SpMax3_Bhs,SpMin1_Bhs,SpMin5_Bhs,SpMin6_Bhs,SpMin8_Bhs,C1SP2,C3SP2,C1SP3,SCH-7,SC-5,VPC-5,ASP-2,ASP-3,ASP-4,ASP-5,ASP-6,ASP-7,AVP-3,AVP-4,AVP-5,AVP-6,VE2_Dt,VR2_Dt,VR3_Dt,nHAvin,nsCH3,SHCsats,SHCsatu,SssCH2,SaasC,minwHBa,minHother,mindssC,minaasC,minssssC,maxHBa,maxwHBa,maxHCsats,maxsCH3,maxssCH2,maxdsCH,maxsssCH,hmax,hmin,gmin,ETA_Shape_Y,ETA_BetaP_s,ETA_BetaP_ns_d,ETA_EtaP_F_L,ETA_Eta_B_RC,IC1,BIC2,MIC0,MIC5,nAtomLC,nAtomLAC,MDEC-11,MDEC-12,MDEC-13,MDEC-22,MDEC-33,MLFER_BH,MLFER_S,TPC,piPC7,R_TpiPCTPC,PetitjeanNumber,nFRing,nF12Ring,n6HeteroRing,RotBtFrac,LipinskiFailures,GGI2,GGI3,GGI4,GGI5,GGI7,GGI8,JGI1,JGI2,JGI3,JGI4,JGI5,JGI6,JGI10,VE2_D,VE3_D,VR2_D,TWC,SRW9,WTPT-2,WTPT-3,WPATH,Set
M82,811.1,-9.1392,7.7693,0.3877,-0.3716,0.0897,0.3069,72.6400925,7.143594276,7.0638832,7.0519279,1.19923143,1.15573092,152.7033159,155.3967657,2.198542805,1.954545455,-0.008979705,-0.000101,0.005038583,30.26650225,56.28185336,-0.005929,-3.019272855,0.503212142,-1.366728172,1.366728172,-5.466912688,-8.200369033,-0.353280896,-0.281887755,0.893317744,-2.219458617,-0.422512755,-0.526573129,3.64e-05,-0.000155,0.000126,0.000204,-9.72e-05,-0.00122669,1.366728172,-0.210265873,0.214392007,0.014644553,-0.038266528,-0.00768205,-0.020252813,-0.053057681,-0.152816712,-0.155331162,-0.168878173,-0.001998938,0.137400377,-0.016393443,0.034482759,-0.153846154,-0.25,0.034482759,0.05,-0.25,-0.056821614,-0.027392167,0.068307366,-0.035831793,1.243687678,1.046619933,0.807877228,1.128874091,0.932628847,0.755005549,1.004391692,1.398075834,1.004464286,0.980093677,1.163793103,0.946753247,0.916071429,0.931034483,1.004464286,0.980093677,1.163793103,0.946753247,1.112637363,0.012562928,-2.433126744,0.012562928,104.288218,6.506021751,0.019485889,-1.818610345,7.79613799,12.15017245,-0.171724774,0.128639056,5.546218621,0,3.961846506,1.082250302,0.851744215,0.606378516,0.673072742,0.821261777,0.738564276,0.349977025,3.675726957,3.142892679,2.062179227,0.87881441,0.87881441,0.34572339,0,3,1,0.165963653,0.083333333,0.735964822,0.29406021,0.199385766,0.131194862,0.085070757,0.056114384,0.039598854,0.102887769,0.05583932,0.030177946,0.0177852,0.008318511,6.846262782,6.387864355,0,1,0.694912604,0.0,1.106219923,3.974661281,1.28717876,0.406597222,0.0,1.28717876,0.0,0.0,2.196759259,0.387353001,2.178099017,1.106219923,0.0,0.0,0.44441358,0.159722222,1.106219923,0.21429,0.53571,0.0,0.27536,0.18784,2.283487404,0.572613677,6.503912516,24.7355321,2,2,0.0,2.183242085,0.766309432,14.67718125,1.310370697,0.215,0.995,254,6.072684446,12.29567544,0.444444444,0,0,0,0.2,1,1.333333333,0.4375,0.293333333,0.3125,0.046875,0.032753842,0.133333333,0.070175439,0.024305556,0.022564103,0.03125,0.022857143,0.0,0.003725764,-4.134796351,7.484539018,96.79582259,0.0,2.033931467,0.0,319,Validation
M83,805.8,-9.6569,7.9693,0.2401,-0.3597,0.0699,-0.3676,70.32963997,7.139883945,7.122624842,7.036717158,1.325423107,0.779210224,153.1639055,165.7719657,2.027777778,2.105263158,0.002647263,-0.007534501,-0.005956056,32.25067461,59.9715066,0.001974277,-1.693431913,-1.246248594,0.455101993,-16.29265134,3.77734654,8.453519516,-0.005087293,-1.306971904,-0.394958955,-0.114203954,-1.546132501,-0.210775812,1.53e-05,3.63e-05,-7.84e-05,0.000197,2.74e-05,-0.000547,1.365305978,0.07264128,0.214764713,-0.005485541,-0.001564438,-0.020343849,-0.004053381,0.039209107,-0.103132132,-0.197712774,0.037628558,-0.102868941,-0.081318344,0.00462963,0.033333333,0.053205128,0.269202899,0.033333333,-0.065241228,0.269202899,-0.00074,-0.112696276,-0.025542097,-0.094726217,1.205635718,1.130269682,0.864887836,0.928868842,1.156761652,1.064241119,0.913719015,0.661782191,1.076388889,0.96875,1.061643836,1.121710526,1.019736842,0.96875,1.076388889,0.96875,1.061643836,1.121710526,0.894230769,4.26e-17,-52.48140107,4.26e-17,4000044.952,22.80272424,1.85e-17,-53.73076476,266669.5366,12.15018815,-0.169916436,0.130617831,6.076334028,0,3.870485858,1.082250302,0.918665126,0.824234051,0.799840051,0.868482867,0.738564276,0.600771853,3.757104241,3.225373066,2.021290689,0.871754989,0.871754989,0.568047376,0,2,1,0.11785113,0.136082763,1.215757703,0.293414155,0.191617772,0.13050641,0.08831424,0.056233508,0.038670812,0.10815889,0.063579627,0.035439832,0.020661817,7.4e-18,266669.9604,22.80272591,0,1,1.199787415,0.0,1.146851852,2.817037037,1.408518519,0.396597222,0.0,1.408518519,0.0,0.0,2.209490741,0.518611111,2.240740741,1.146851852,0.0,0.53462963,0.518611111,0.144097222,0.53462963,0.2,0.53333,0.0,0.26084,0.171,2.246185443,0.541511107,6.577472113,22.79658547,3,3,0.0,2.671830007,1.144714243,16.65145183,2.381101578,0.199,0.94,253,5.315666005,6.347270257,0.5,0,0,0,0.25,1,1.333333333,0.875,0.382222222,0.194444444,0.048611111,0.0,0.09375,0.066666667,0.04375,0.021234568,0.012152778,0.015836735,0.0,7.77e-17,-51.57813797,266669.8403,99.59250133,0.0,2.029196079,0.0,364,Training
M84,805.8,-8.5756,7.5627,0.9535,-0.386,0.1287,0.1248,79.15136782,7.164171429,7.0389842,6.7982976,1.030079243,0.0,151.2169851,184.917652,2.148148148,1.758333333,-0.001395306,-0.014833103,0.010263702,50.02727645,93.02785679,-0.019992,-2.894509513,3.792805569,-4.608471853,-19.42787154,3.253038955,0.0,0.3684573,-0.249770432,-0.503673095,-1.393250689,-2.72681359,0.386134068,5.56e-05,-2.85e-05,0.000513,0.000408,-0.00037,-0.001392,1.355432898,1.626519478,0.183195592,-0.00932728,-0.028433688,-0.06817034,0.193067034,0.0,-0.130703969,-0.155915345,-0.035195164,-0.458333429,0.634283653,-0.062962963,0.069444444,1.2,0.0,0.069444444,0.76,0.0,0.083803258,-0.032462108,-0.050914323,-0.372117794,1.11486211,1.019241445,0.779736713,1.031959997,1.508032029,0.422099379,3.88e-05,0.0,0.916666667,0.998148148,1.178571429,1.3475,0.385,0.802083333,0.916666667,0.998148148,1.178571429,1.3475,0.0,2.31e-18,-45.74771392,2.31e-18,5000033.077,18.5099461,0.010903416,-2.440527023,19.82416518,12.10021925,-0.129985598,0.073036183,7.32115625,0,4.057707741,0.666154499,0.564809568,0.270656726,0.346452458,0.964857312,0.129829256,0.177541687,3.415055215,3.243877539,2.040851667,0.695960689,0.369307585,0.146752455,0,4,0,0.572489917,0.166666667,1.45561725,0.264837341,0.16692763,0.108659102,0.07249352,0.049027076,0.032676959,0.094516023,0.053360529,0.029921665,0.017627244,0.001266488,9.978204786,5.742371811,0,0,0.845416667,0.0,2.465648148,3.061296296,1.405092593,0.406597222,0.0,1.530648148,0.0,0.0,2.248842593,0.422708333,0.0,1.232824074,0.0,0.0,0.43,0.159722222,1.232824074,0.33333,0.58333,0.0,0.26687,0.22253,2.413088436,0.601366923,6.244890829,25.13599413,0,0,0.0,0.0,0.0,10.6222019,4.242640687,0.175,1.021,388,6.268148865,9.880658022,0.4,4,0,0,0.0,1,1.333333333,0.847222222,0.256666667,0.0,0.0,0.0,0.107142857,0.066666667,0.047067901,0.021388889,0.0,0.0,0.0,4.86e-17,-42.09428699,416669.8217,96.4363363,6.86171134,2.121809277,0.0,166,Training
M85,779.7,-8.5558,7.5865,0.0,-0.4226,0.1317,1.284,72.6400925,7.151226,7.043149308,6.929788235,1.081675221,0.0,152.0229501,184.917652,2.375555556,1.852564103,-0.00474886,-0.005482983,-0.006707574,30.26650225,56.28185336,-0.035574,-4.025697139,-0.503212142,-8.200369033,-16.40073807,23.23437893,0.0,-0.839506173,1.037037037,-0.308641975,-2.271604938,-2.209876543,3.358024691,2.66e-05,-8.48e-05,-0.000197,0.000237,-0.000711,-0.001694,1.366728172,1.366728172,0.209876543,-0.00617284,-0.040564374,-0.042497626,0.197530864,0.0,-0.32157891,0.025631698,-0.096793108,-0.120352943,-0.22517992,-0.12,0.04,1.0,0.0,0.04,-0.058823529,0.0,-0.16,0.117647059,-0.029411765,-0.202488688,1.442258672,0.7219589,0.855352983,1.080867915,1.134463186,1.386738911,0.01081167,0.0,0.821428571,1.073333333,1.232142857,1.179487179,1.014705882,0.92,0.821428571,1.073333333,1.232142857,1.179487179,0.0,2.89e-17,-42.71683954,2.89e-17,94.91066814,5.463523337,0.001845191,-4.572318856,7.20889597,12.1501417,-0.15552077,0.144599714,6.501375,0,4.011593619,0.8708064,0.583261287,0.276149542,0.412548678,0.879384459,0.412973092,0.055090663,3.424726895,3.096351876,2.116747649,0.729592928,0.683189123,0.112775552,0,4,2,0.310875228,0.248005645,1.252189953,0.285782462,0.183566405,0.12067901,0.080038474,0.05476332,0.03881678,0.098253491,0.054139947,0.030278282,0.017351569,2.31e-17,10.01579155,5.746883583,0,2,0.0,0.0,0.0,2.715185185,1.357592593,0.415277778,0.0,1.357592593,0.0,0.0,2.178240741,0.0,2.154537037,0.0,0.0,0.0,0.424375,0.1775,1.357592593,0.33333,0.54167,0.0,0.2766,0.29833,2.396240625,0.566341514,6.503912516,20.91694126,0,0,0.2,3.570980654,3.614408014,6.120463943,3.965406457,0.189,0.871,230,5.941978829,10.82464334,0.4,1,0,0,0.153846154,1,1.777777778,1.0,0.666666667,0.125,0.0,0.0,0.153846154,0.098765432,0.055555556,0.055555556,0.025,0.0,0.0,5.78e-18,-44.64816504,7.569774742,93.41673975,0.0,2.029790924,0.0,176,Training
M86,779.7,-9.2261,7.9166,0.4334,-0.3951,0.0864,0.642,75.50505364,7.115428615,7.123147349,7.089112865,1.347596469,0.712185467,154.9955873,164.4634052,2.335470085,2.147286822,0.001249777,0.001598648,-0.004460585,27.89360847,51.86935606,-0.051681907,-0.462150032,-1.685961962,-11.91349613,-4.006153618,-0.209929447,5.117030276,-0.658488889,0.134577778,-1.948088889,0.074133333,0.040533333,-0.2784,-0.000128,2.4e-05,-0.000121,0.00021,-0.000994,-0.000209,1.364541407,-0.007238946,0.222933333,-0.037463248,0.001425641,0.000943,-0.0096,0.0384,-0.169526835,-0.054788045,0.028191215,0.043608297,-0.14140824,-0.167899408,0.035502959,-0.00530504,0.25,0.035502959,-0.181392931,0.25,-0.113605693,0.014373054,-0.168046865,0.00422833,1.179086855,0.87014803,1.057023118,0.884704746,0.929085246,1.220386293,1.13781222,0.909193242,0.961538462,1.109467456,0.99852071,1.02862254,1.143451143,0.887573964,0.961538462,1.109467456,0.99852071,1.02862254,0.99469496,0.001257449,-5.347837184,0.001257449,81.88637713,5.726932434,0.002798723,-4.30773565,5.822778952,12.15015697,-0.171261294,0.128932682,6.162701911,0,3.961126035,0.865918122,0.764278007,0.310513972,0.604815383,0.878544221,0.409646708,0.286359519,3.657918981,2.995007568,2.071958836,0.89263954,0.65227313,0.065332999,0,3,1,0.190371421,0.083333333,0.716506351,0.301663744,0.195156969,0.13017604,0.086940825,0.057646867,0.038917988,0.0965998,0.053897366,0.030024702,0.017079532,0.004541544,6.811166081,5.828566502,0,1,0.0,0.0,0.0,3.882549131,1.283518519,0.422222222,0.0,1.283518519,0.0,0.0,2.203703704,0.0,2.1175,0.0,0.0,0.0,0.44609375,0.1875,1.283518519,0.23077,0.53846,0.0,0.30104,0.22585,2.091314689,0.542033616,6.399164975,25.15484441,0,0,0.0,2.214567783,1.310370697,12.58450384,1.650963624,0.215,0.995,221,5.961729948,12.40955529,0.428571429,0,0,0,0.142857143,1,1.111111111,0.5625,0.333333333,0.25,0.027777778,0.0,0.142857143,0.061728395,0.03515625,0.027777778,0.025,0.016734694,0.0,0.001869464,-4.832300171,6.064910338,94.24709255,0.0,2.034777045,0.0,246,Validation
M87,774.5,-8.7066,7.6317,0.0173,-0.4673,0.1265,1.284,72.6400925,7.079099,7.0613142,7.03379,1.164168242,1.11354431,157.5054004,172.4729559,2.417777778,1.886111111,0.00039,0.003004379,-0.00769197,30.26650225,56.28185336,-0.083006,-1.006424285,-2.01284857,-19.13419441,-5.466912688,10.93382538,-8.200369033,-1.061728395,2.37037037,-3.012345679,-0.790123457,0.012345679,2.283950617,-0.000237,6.97e-06,-0.000275,0.000237,-0.00166012,-0.000424,1.366728172,0.546691269,0.209876543,-0.060246914,-0.014109347,0.000309,0.114197531,-0.24691358,-0.30289539,0.140955994,0.008040448,0.086696105,-0.31709135,-0.28,0.04,0.4,-1.0,0.04,-0.285714286,-1.0,-0.202352941,0.268907563,-0.287058824,0.001470588,1.420178679,0.615957162,1.203958271,0.901415448,0.900540371,1.40655795,0.313800232,3.711151918,0.821428571,1.226666667,1.026785714,1.054166667,1.232142857,0.92,0.821428571,1.226666667,1.026785714,1.054166667,0.575,1.16e-17,-43.81638842,1.16e-17,99.50089631,5.520199983,0.001939569,-4.512459379,8.198153401,12.1501417,-0.171257512,0.128921934,6.114632812,0,4.000301479,0.849952888,0.580260012,0.353200386,0.412351926,0.977898434,0.450572211,0.074126361,3.461365598,2.978145806,2.099559888,0.786633019,0.639651711,0.017047914,0,4,2,0.328532853,0.083333333,0.910683603,0.297589322,0.188064404,0.119948156,0.080899682,0.05538396,0.039472387,0.097783919,0.053020698,0.030298349,0.017760167,6.94e-18,7.337183086,5.373433972,0,2,0.0,0.0,0.0,2.650653817,1.325326909,0.415277778,0.0,1.325326909,0.0,0.0,2.217037037,0.0,2.124302721,0.0,0.0,0.0,0.424375,0.182397959,1.325326909,0.33333,0.54167,0.0,0.27395,0.33201,2.396240625,0.566341514,6.503912516,22.91694126,0,0,0.142857143,3.681157266,2.746356192,5.999228805,2.525064636,0.189,0.871,231,5.961729948,10.74597538,0.428571429,1,0,0,0.153846154,1,1.333333333,0.625,0.826666667,0.111111111,0.0,0.0,0.230769231,0.074074074,0.0390625,0.082666667,0.018518519,0.060408163,0.0,6.71e-17,-41.70695892,8.16004781,92.81590266,0.0,2.030044497,0.0,186,Training
M88,769.3,-9.0853,7.7717,0.4756,-0.3959,0.0887,0.642,75.50505364,7.114972538,7.07618093,7.096469419,1.246408532,0.909316779,154.8904543,157.9828108,2.348290598,2.015503876,-0.005010163,0.003866884,0.001157861,27.89360847,51.86935606,-0.051681907,-1.468574316,-0.702081581,-11.91349613,4.740906683,-6.455330503,0.804729548,-0.658488889,0.023466667,-1.281422222,-1.281422222,0.7872,-1.154133333,-9.66e-05,-9.63e-05,3.74e-05,0.00021,-0.000994,-0.000666,1.364541407,-0.280666544,0.222933333,-0.024642735,-0.024642735,0.018306977,-0.05017971,0.001511111,-0.171831654,-0.046158772,-0.113180434,0.105636864,0.043875048,-0.167899408,0.035502959,-0.205685619,0.032763533,0.035502959,-0.090157155,0.032763533,-0.113605693,0.002506266,-0.110538584,0.082118616,1.180745479,0.861850722,1.030520242,1.04545837,0.823038571,0.964577859,1.277485914,1.154559297,0.961538462,1.109467456,1.072485207,0.894454383,1.054590571,0.887573964,0.961538462,1.109467456,1.072485207,0.894454383,1.170568562,0.004939792,-3.569127452,0.004939792,115.8846284,6.178373647,0.005516429,-3.425597665,6.648601072,12.15015697,-0.173208374,0.127061984,5.965441809,0,3.959256455,1.020732687,0.648133217,0.310513972,0.4801809,0.738564276,0.632078918,0.152614306,3.659499927,3.019919892,2.069101374,0.89263954,0.85522862,0.065332999,0,3,1,0.190371421,0.083333333,0.644337567,0.301002334,0.198955004,0.129339958,0.086940825,0.058046656,0.038917988,0.098122239,0.052946701,0.030024702,0.017347868,0.005014907,6.340109365,5.735398988,0,1,0.0,0.0,0.0,3.86887141,1.280092593,0.422222222,0.0,1.280092593,0.0,0.0,2.157407407,0.0,2.105925926,0.0,0.0,0.0,0.44691358,0.1875,1.280092593,0.23077,0.53846,0.0,0.30104,0.22585,2.091314689,0.526104875,6.399164975,23.82871619,0,0,0.0,2.090521377,1.10520945,12.78165687,1.310370697,0.215,0.995,223,5.961729948,12.66196048,0.5,0,0,0,0.142857143,1,1.333333333,0.4375,0.253333333,0.25,0.046875,0.020408163,0.142857143,0.074074074,0.02734375,0.023030303,0.027777778,0.026666667,0.0,0.001173517,-5.437641394,7.531343316,94.15875029,0.0,2.034817646,0.0,252,Training
M90,748.4,-8.7642,7.7004,0.9755,-0.4164,0.1273,1.284,72.6400925,7.121867,6.998341714,7.03379,1.032005017,0.444612905,154.0987821,172.1996103,2.397777778,1.721088435,-0.011868711,0.008880155,-0.006377344,30.26650225,56.28185336,-0.05929,-4.025697139,-2.01284857,-13.66728172,6.833640861,5.466912688,8.200369033,-0.950617284,1.703703704,-1.12345679,-3.456790123,1.679012346,0.395061728,-5.62e-05,-0.000212,-0.000228,0.000237,-0.0011858,-0.001694,1.366728172,0.273345634,0.209876543,-0.022469136,-0.061728395,0.034265558,0.019753086,0.197530864,-0.3173175,0.096071733,-0.243943179,0.208591982,-0.262153088,-0.2,0.04,0.2,1.0,0.04,-0.285714286,1.0,-0.181176471,0.193277311,-0.107058824,0.163265306,1.434741366,0.65404953,0.967604748,1.276973195,0.716057768,1.387377197,0.933219892,0.028809885,0.821428571,1.15,1.232142857,0.860544218,1.232142857,0.92,0.821428571,1.15,1.232142857,0.860544218,0.766666667,0.00840422,-2.752937644,0.00840422,69.30537282,5.08622692,0.012779203,-2.25003548,5.744177376,12.11019763,-0.148984454,0.075318758,6.405098638,0,4.002292679,0.764451537,0.581429045,0.238507029,0.420786799,0.83177932,0.259555834,0.102499878,3.458994355,3.011434952,2.10401898,0.960317839,0.508032837,0.159456286,0,4,2,0.307529661,0.25,1.006178663,0.290588258,0.190737827,0.118741389,0.079453822,0.05500321,0.038108033,0.102697248,0.052427369,0.029759052,0.017616925,9.25e-18,10.39872536,5.791907864,0,2,0.0,0.0,0.0,2.738333333,1.333888889,0.406597222,0.0,1.369166667,0.0,0.0,2.240740741,0.0,2.154537037,0.0,0.0,0.0,0.437953515,0.159722222,1.333888889,0.33333,0.54167,0.0,0.27528,0.31517,2.396240625,0.566341514,6.503912516,22.91694126,0,0,0.333333333,3.06523773,3.614408014,6.678722918,3.301927249,0.189,0.871,229,5.921829729,10.70544487,0.333333333,1,0,0,0.153846154,1,1.555555556,0.625,0.826666667,0.166666667,0.0,0.0,0.192307692,0.086419753,0.036764706,0.082666667,0.027777778,0.04,0.0,0.0,0.0,5.765460568,93.05397737,0.0,2.029507844,0.0,182,Training
M91,743.1,-9.1934,7.8399,0.404,-0.3424,0.1178,0.5119,78.14963315,7.170074923,7.12332384,7.085656,1.355086138,0.897303395,150.9257429,161.7546879,2.469135802,2.333333333,-0.010409782,-0.005165538,-0.00179716,25.78920902,47.95613541,-0.019085065,-2.167683075,-0.786082873,-4.399409027,-2.329098897,1.940915747,2.976070813,-1.89809336,-1.531886917,1.656804734,-1.58974359,-0.887573964,0.355029586,0.000139,-0.0002,-4.08e-05,0.000187,-0.000353,-0.000982,1.358641023,0.060653617,0.299802761,0.030681569,-0.030571992,-0.017751479,0.011094675,0.032022276,-0.219005197,-0.135488222,-0.141463043,-0.073004611,-0.028862825,-0.059964727,0.031746032,0.044642857,0.128851541,0.031746032,-0.071428571,0.128851541,-0.23448668,-0.121658312,0.102339181,-0.059210526,1.210820325,0.978144383,0.835683807,1.341630903,1.240647317,0.936740682,0.630965893,0.605724437,1.013321995,1.00308642,1.116071429,1.005952381,1.055194805,0.85978836,1.013321995,1.00308642,1.116071429,1.005952381,0.967261905,3.37e-17,-49.40583422,3.37e-17,3000044.952,20.87979296,2.78e-17,-49.67765264,214288.8358,12.15017245,-0.158175676,0.143665896,6.698011719,1,3.87636824,0.926508876,0.918665126,0.310513972,0.782159667,0.738564276,0.600771853,0.50015936,3.695736395,3.274452946,2.009441184,0.926004789,0.801499737,0.041885322,1,3,0,0.11785113,0.19245009,0.73090178,0.297647208,0.199449997,0.132314307,0.088936853,0.055784831,0.038171503,0.093520898,0.051619332,0.028774037,0.01520582,1.19e-17,214289.2432,20.87979504,0,0,0.0,0.0,0.0,2.358703704,1.075185185,0.45,1.075185185,1.179351852,0.0,0.0,4.095185185,0.0,0.0,0.0,0.0,0.0,0.45,0.25,1.075185185,0.21429,0.53571,0.0,0.31526,0.20901,1.691253912,0.464810628,6.289566003,18.09793109,2,2,0.0,2.68246152,1.889881575,13.99526164,2.381101578,0.2,0.995,228,5.364222141,7.034470943,0.5,0,0,0,0.133333333,1,1.333333333,0.875,0.382222222,0.138888889,0.048611111,0.0,0.1,0.070175439,0.048611111,0.027301587,0.011574074,0.009795918,0.0,5.15e-17,-48.81099775,214289.1146,96.79582259,0.0,2.028959929,0.0,307,Training
M93,743.1,-8.6354,7.63,0.5676,-0.4441,0.1284,1.284,72.6400925,7.115586,7.102854696,6.8887033,1.19385428,0.444612905,154.8617987,175.8333365,2.382222222,2.007246377,0.007749935,-0.017531814,0.004515788,30.26650225,56.28185336,-0.05929,-1.509636427,2.516060712,-13.66728172,-30.06801979,8.200369033,4.100184516,-0.950617284,1.814814815,-2.382716049,0.691358025,-4.765432099,0.987654321,-0.000136,0.000138,0.000113,0.000237,-0.0011858,-0.000635,1.366728172,0.585740645,0.209876543,-0.047654321,0.012345679,-0.10359635,0.070546737,0.197530864,-0.310671838,0.073231279,0.158644516,-0.436902054,0.129416176,-0.2,0.04,0.428571429,1.0,0.04,0.25,1.0,-0.181176471,0.205882353,-0.227058824,-0.493606138,1.430039097,0.678401194,1.051249066,0.767462057,1.610688968,0.815893704,0.671582505,0.02874941,0.821428571,1.15,1.061011905,1.416666667,0.71875,0.92,0.821428571,1.15,1.061011905,1.416666667,0.547619048,0.007520365,-2.886280801,0.007520365,75.46190839,5.188353605,0.009851425,-2.562279014,5.837403808,12.1501417,-0.171125985,0.129057621,6.253162904,0,4.007004199,0.809691572,0.623388662,0.243298822,0.453348465,0.80526165,0.363114834,0.108742847,3.438993014,3.094817865,2.110419069,0.852312597,0.607559885,0.134646267,0,4,2,0.296716619,0.164266427,1.222320022,0.292347302,0.181654147,0.123354713,0.078291771,0.055704132,0.037190631,0.096216541,0.05627314,0.029228646,0.018115699,0.00101667,13.47380811,6.102785173,0,2,0.0,0.0,0.0,2.70537037,1.339074074,0.394444444,0.0,1.339074074,0.0,0.0,2.224537037,0.0,2.162037037,0.0,0.0,0.0,0.436111111,0.171875,1.339074074,0.33333,0.54167,0.0,0.27528,0.31517,2.396240625,0.61704387,6.503912516,28.25288293,0,0,0.25,3.341092813,3.561583341,6.332486322,3.532775529,0.189,0.871,230,5.901266279,10.82487262,0.5,1,0,0,0.153846154,1,1.333333333,1.0,0.706666667,0.145833333,0.0,0.0,0.192307692,0.074074074,0.058823529,0.058888889,0.029166667,0.04,0.0,0.000264,-6.905866892,6.52162758,93.19997557,0.0,2.029329257,0.0,179,Training
M94,732.7,-8.7814,7.8031,0.4269,-0.3157,0.1291,0.3069,72.6400925,7.171224,7.071658286,6.945659784,1.154869969,0.444612905,150.6191942,177.436451,2.169811321,1.921768707,-0.002989717,-0.007809001,-0.002616347,30.26650225,56.28185336,0.017787,-3.522484997,-0.251606071,4.100184516,-17.76746624,12.30055355,4.100184516,-0.263454861,-0.214409722,1.227864583,-1.9609375,-2.475260417,1.50390625,0.000116,-5.98e-05,-7.07e-05,0.000237,0.000336,-0.00166012,1.366728172,0.723561973,0.207899306,0.023167256,-0.03921875,-0.050515519,0.088465074,0.19140625,-0.181649899,-0.19483062,-0.064952772,-0.173115935,-0.076812383,0.056603774,0.04,0.529411765,1.0,0.04,-0.027027027,1.0,-0.050688935,-0.024555125,0.111434986,-0.2429807,1.288505243,1.065687649,0.680853091,1.032620384,1.229424258,1.12156283,0.557592531,0.031189429,0.958333333,0.90408805,1.226666667,1.212585034,0.984234234,0.92,0.958333333,0.90408805,1.226666667,1.212585034,0.450980392,0.020185739,-1.701446715,0.020185739,81.26794698,5.277302019,0.032425317,-1.132690952,9.01331025,12.1501417,-0.15704658,0.143089423,5.775385256,0,3.998862379,0.867927764,0.636137708,0.302774327,0.432330067,0.843251697,0.368271798,0.048451497,3.421476713,3.151138701,2.097979041,0.726811792,0.630538873,0.071712447,0,3,1,0.251375655,0.136082763,0.983556555,0.282801348,0.184677281,0.123397896,0.083606281,0.057984459,0.040525388,0.098297252,0.055199722,0.03110636,0.018286293,0.00567439,9.523940472,5.686458394,0,1,0.716838152,0.0,1.112453704,1.438055556,1.344305556,0.406597222,0.0,1.438055556,0.0,0.0,2.196759259,0.401875,2.196203704,1.112453704,0.0,0.0,0.437953515,0.159722222,1.112453704,0.25,0.54167,0.0,0.26703,0.171,2.380270443,0.626368059,6.503912516,28.53653896,2,2,0.0,2.155520584,1.040041912,10.64671375,2.381101578,0.193,0.895,225,5.880271081,10.47455729,0.5,1,0,0,0.153846154,1,1.333333333,0.6875,0.475555556,0.152777778,0.0,0.0,0.115384615,0.078431373,0.040441176,0.03962963,0.025462963,0.04,0.0,0.00385046,-3.689587064,9.753467289,92.71144513,0.0,2.044742522,0.0,182,Training
